"locusTag","baseMean","log2FoldChange","lfcSE","pvalue","padj","abs_log2","name","chromosome","mutant","comparedTo"
"Bcen2424_0337",11189.1847842364,0.671089051907845,0.262717121316253,0.00086706277294198,0.0114994695160273,0.671089051907845,"50S ribosomal protein L1","1","A244T","WT"
"Bcen2424_0338",12534.3215091553,0.625725734205531,0.222147470085013,0.000560220773911516,0.00931837402573288,0.625725734205531,"50S ribosomal protein L10","1","A244T","WT"
"Bcen2424_0343",6096.4023864304,0.837546464775229,0.243116092589167,4.19473367306669e-05,0.00204766452998693,0.837546464775229,"30S ribosomal protein S12","1","A244T","WT"
"Bcen2424_0344",11041.9579964968,0.802669371832855,0.254444721255296,0.000118827194336823,0.00377195175903064,0.802669371832855,"30S ribosomal protein S7","1","A244T","WT"
"Bcen2424_0345",30295.1016306854,0.872285765568638,0.375570938058505,0.00110630764757232,0.013850304148163,0.872285765568638,"elongation factor G","1","A244T","WT"
"Bcen2424_0347",4868.64928112364,0.771829406731813,0.340457148390539,0.00162051799421005,0.0176120876308393,0.771829406731813,"30S ribosomal protein S10","1","A244T","WT"
"Bcen2424_0348",13220.9801714829,0.922627267231362,0.338474874577018,0.000391615280802747,0.00773773185776584,0.922627267231362,"50S ribosomal protein L3","1","A244T","WT"
"Bcen2424_0349",19704.0001901233,0.90110006224798,0.436229313159268,0.00185728735464173,0.0190104197167072,0.90110006224798,"50S ribosomal protein L4","1","A244T","WT"
"Bcen2424_0350",9630.77074138012,0.926984750907587,0.364840446415374,0.000642487898865467,0.00996556161938659,0.926984750907587,"50S ribosomal protein L23","1","A244T","WT"
"Bcen2424_0351",13190.1455016424,0.90829056175305,0.374100145141627,0.000756929351344763,0.0106983031677901,0.90829056175305,"50S ribosomal protein L2","1","A244T","WT"
"Bcen2424_0352",9118.63971250778,0.611233780430349,0.444588459455719,0.0097908519847032,0.0565181696851411,0.611233780430349,"30S ribosomal protein S19","1","A244T","WT"
"Bcen2424_0353",3868.8632215204,0.956525052475068,0.299443334784105,8.00998371413608e-05,0.00292971161237083,0.956525052475068,"50S ribosomal protein L22","1","A244T","WT"
"Bcen2424_0354",18816.4708681364,0.712318788335992,0.357327824013182,0.00295125409956003,0.0261338949151589,0.712318788335992,"30S ribosomal protein S3","1","A244T","WT"
"Bcen2424_0355",9595.34521173724,0.792889110385018,0.312199500436894,0.000751678572546025,0.0106983031677901,0.792889110385018,"50S ribosomal protein L16","1","A244T","WT"
"Bcen2424_0356",2218.39746142817,1.00042364166054,0.305204930096238,6.30306881943179e-05,0.0026153233408628,1.00042364166054,"50S ribosomal protein L29","1","A244T","WT"
"Bcen2424_0357",8823.39521598683,0.632853245394304,0.294087770792839,0.00242293151467954,0.0228116842281579,0.632853245394304,"30S ribosomal protein S17","1","A244T","WT"
"Bcen2424_0358",15273.5162275635,0.882095435285752,0.221785637058911,5.47466292020958e-06,0.000611583017374951,0.882095435285752,"50S ribosomal protein L14","1","A244T","WT"
"Bcen2424_0359",10362.9130352143,0.972197860133798,0.278513766023242,3.03155038370526e-05,0.00174132944180456,0.972197860133798,"50S ribosomal protein L24","1","A244T","WT"
"Bcen2424_0360",15223.4526086665,1.02821528865177,0.324701579191891,8.75064743636107e-05,0.00306219055823019,1.02821528865177,"50S ribosomal protein L5","1","A244T","WT"
"Bcen2424_0361",14157.2241395796,0.912801031838,0.380511269458524,0.000874694903189548,0.0115742658146426,0.912801031838,"30S ribosomal protein S14","1","A244T","WT"
"Bcen2424_0362",12416.9685177552,1.01303951643094,0.312756703928864,6.98376001851699e-05,0.00273248601056696,1.01303951643094,"30S ribosomal protein S8","1","A244T","WT"
"Bcen2424_0363",15916.2120846748,0.989837379729787,0.324099965206605,0.000129916815491123,0.00392388655724649,0.989837379729787,"50S ribosomal protein L6","1","A244T","WT"
"Bcen2424_0364",9937.18761785921,0.981164699718603,0.29862627566911,6.16610487366549e-05,0.00259557269645817,0.981164699718603,"50S ribosomal protein L18","1","A244T","WT"
"Bcen2424_0365",9770.47346260306,0.935793792284736,0.312267536282262,0.000164157696784727,0.0044980757576532,0.935793792284736,"30S ribosomal protein S5","1","A244T","WT"
"Bcen2424_0366",3733.49419911722,0.793770993485292,0.23889674989056,6.86867531339075e-05,0.00273248601056696,0.793770993485292,"50S ribosomal protein L30","1","A244T","WT"
"Bcen2424_0367",8552.29300268988,0.863064651413843,0.211611617890422,3.74853844825552e-06,0.000483894663242584,0.863064651413843,"50S ribosomal protein L15","1","A244T","WT"
"Bcen2424_0368",15793.1413909333,0.939654255001034,0.298287896107035,0.000105299916414496,0.00347549553665799,0.939654255001034,"preprotein translocase subunit SecY","1","A244T","WT"
"Bcen2424_0369",4746.30033013078,1.02378243251964,0.285090867474807,1.84397000164371e-05,0.00142182428289747,1.02378243251964,"translation initiation factor IF-1","1","A244T","WT"
"Bcen2424_0370",4117.72788999937,0.73157040797974,0.275048737857249,0.000587160673581237,0.00946136346096015,0.73157040797974,"50S ribosomal protein L36","1","A244T","WT"
"Bcen2424_0371",16077.7453590127,0.700385835789744,0.227131751716447,0.000155115031077777,0.00435296239386864,0.700385835789744,"30S ribosomal protein S13","1","A244T","WT"
"Bcen2424_0372",11807.6281816585,0.8605080915178,0.240902883501937,2.55927989194796e-05,0.00159858676261567,0.8605080915178,"30S ribosomal protein S11","1","A244T","WT"
"Bcen2424_0373",11950.9663295643,0.886585285292292,0.240104237865025,1.24758449267184e-05,0.00115035211395726,0.886585285292292,"30S ribosomal protein S4","1","A244T","WT"
"Bcen2424_0374",14354.8589942163,0.739862121779024,0.237710309941369,0.000152534562790458,0.0043488645811594,0.739862121779024,"DNA-directed RNA polymerase subunit alpha","1","A244T","WT"
"Bcen2424_0375",4906.58640258868,0.590088859731221,0.178736240973197,0.000119728448380942,0.00377990519915702,0.590088859731221,"50S ribosomal protein L17","1","A244T","WT"
"Bcen2424_0397",158.706759373037,-0.624578710434551,0.313665924112277,0.0035989490779497,0.0297933635405266,0.624578710434551,"sn-glycerol-3-phosphate ABC transporter permease UgpE","1","A244T","WT"
"Bcen2424_0438",1050.12666228108,0.627209979416326,0.209351822804464,0.000281122714235252,0.00632961956198675,0.627209979416326,"twin-arginine translocase subunit TatC","1","A244T","WT"
"Bcen2424_0483",865.381474116761,-0.618764737998183,0.450484342502061,0.00906585553254045,0.0535743181978916,0.618764737998183,"OmpA family protein","1","A244T","WT"
"Bcen2424_0484",519.947552212853,-0.685739273355896,0.494971919519234,0.00761166332644597,0.0477091933006786,0.685739273355896,"type VI secretion system-associated protein TagF","1","A244T","WT"
"Bcen2424_0485",2411.2162220494,-0.634119535307808,0.411473568574343,0.00727807821255924,0.0461693832659793,0.634119535307808,"type VI secretion system membrane subunit TssM","1","A244T","WT"
"Bcen2424_0486",1123.51762585921,-0.637411706323692,0.271341808309937,0.00159409537329362,0.0175049149781902,0.637411706323692,"M15 family metallopeptidase","1","A244T","WT"
"Bcen2424_0487",2169.06275575512,-0.63855543880643,0.275771471925235,0.00154593992428758,0.0171381011835621,0.63855543880643,"hypothetical protein","1","A244T","WT"
"Bcen2424_0492",444.093538161026,-1.41187751831928,0.239887661422458,2.2016378210518e-10,3.19732852562248e-07,1.41187751831928,"peptidase M1","1","A244T","WT"
"Bcen2424_0503",4293.51941209954,1.38125331651605,0.369908654265801,8.77973085710878e-06,0.000850024275815748,1.38125331651605,"cold-shock protein","1","A244T","WT"
"Bcen2424_0534",1572.50605776279,0.60836332045993,0.174787493602649,5.61778161681072e-05,0.00244411532196587,0.60836332045993,"anthranilate synthase component I","1","A244T","WT"
"Bcen2424_0570",2429.74301567449,0.624414368665366,0.270173848351732,0.00183324478189524,0.0189153089485425,0.624414368665366,"bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","1","A244T","WT"
"Bcen2424_0572",348.907901580356,0.779299893282513,0.233911040182443,6.83994767726227e-05,0.00273248601056696,0.779299893282513,"NUDIX domain-containing protein","1","A244T","WT"
"Bcen2424_0581",13964.0942172044,0.899853388336422,0.242511021239825,1.44753580027168e-05,0.00127405082784518,0.899853388336422,"50S ribosomal protein L21","1","A244T","WT"
"Bcen2424_0582",8260.59422774882,0.717086670851332,0.209499580329463,7.32588389895854e-05,0.00275687713107089,0.717086670851332,"50S ribosomal protein L27","1","A244T","WT"
"Bcen2424_0616",214.628387831496,-0.662255416022182,0.321596557436867,0.00288641711273065,0.0257663482211502,0.662255416022182,"EF-hand domain-containing protein","1","A244T","WT"
"Bcen2424_0659",188.217955023688,1.04816293895981,0.419169772701853,0.000587306105358882,0.00946136346096015,1.04816293895981,"MurR/RpiR family transcriptional regulator","1","A244T","WT"
"Bcen2424_0660",3356.80571508957,1.53425225721758,0.567387407642795,0.000261047724407109,0.00613847231440607,1.53425225721758,"phosphogluconate dehydratase","1","A244T","WT"
"Bcen2424_0661",2033.81508714207,1.27437780002556,0.406671678978563,8.07409276945139e-05,0.00292971161237083,1.27437780002556,"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","1","A244T","WT"
"Bcen2424_0665",282.063331557173,0.587789316921682,0.287457278794098,0.00367164590489146,0.0302507630845102,0.587789316921682,"FAD-binding oxidoreductase","1","A244T","WT"
"Bcen2424_0677",766.505469443294,0.717623778607083,0.25255215607011,0.000362303662763187,0.00728242898612926,0.717623778607083,"OsmC family protein","1","A244T","WT"
"Bcen2424_0679",19616.6824104765,0.656897609027088,0.198360448369012,9.48361435691146e-05,0.00316972828477066,0.656897609027088,"50S ribosomal protein L13","1","A244T","WT"
"Bcen2424_0722",1137.64192515371,0.74400969408286,0.274608762243678,0.000528565152368993,0.0090819797373763,0.74400969408286,"tRNA guanosine(34) transglycosylase Tgt","1","A244T","WT"
"Bcen2424_0726",3094.71054422296,0.58192863672663,0.245642272407846,0.00187287036424306,0.0190868490278736,0.58192863672663,"catalase/peroxidase HPI","1","A244T","WT"
"Bcen2424_0750",9157.34749098394,1.47442632875839,0.759935070521563,0.00151548485743551,0.016921147439947,1.47442632875839,"nucleotide exchange factor GrpE","1","A244T","WT"
"Bcen2424_0751",2521.10755557307,1.81242801400026,0.687310672394308,0.000279951334668637,0.00632777160735453,1.81242801400026,"thioredoxin family protein","1","A244T","WT"
"Bcen2424_0752",76967.5546898918,2.14455803224262,0.87574471288517,0.000483705383119209,0.00864889802569664,2.14455803224262,"molecular chaperone DnaK","1","A244T","WT"
"Bcen2424_0753",5956.82346082119,1.19860264240065,0.463286198449537,0.000396250974479911,0.00776236158516971,1.19860264240065,"molecular chaperone DnaJ","1","A244T","WT"
"Bcen2424_0754",924.33505634906,1.01406363120476,0.41318477971571,0.000651904530102755,0.00996556161938659,1.01406363120476,"aminodeoxychorismate synthase component I","1","A244T","WT"
"Bcen2424_0786",333.047629093913,-0.9358930115787,0.224600215627179,2.09658569964038e-06,0.000289977769743118,0.9358930115787,"adenylyl-sulfate kinase","1","A244T","WT"
"Bcen2424_0803",568.105002560066,0.601837850766269,0.225903054254355,0.000813871973790572,0.0112074876851915,0.601837850766269,"protein TolQ","1","A244T","WT"
"Bcen2424_0809",996.261819338875,0.636754921771942,0.193900868550567,0.000100216251020731,0.00332660686959672,0.636754921771942,"DUF3318 domain-containing protein","1","A244T","WT"
"Bcen2424_0810",1321.943676802,0.711877443596931,0.195474380330506,2.54881597606186e-05,0.00159858676261567,0.711877443596931,"membrane protein","1","A244T","WT"
"Bcen2424_0849",66.4569203565651,0.660254492582318,0.234350536497692,0.000452809991917248,0.00832396595901043,0.660254492582318,"ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_0859",14977.0743282365,1.41982436588141,0.534897896522405,0.000314371128049082,0.00667415772291527,1.41982436588141,"co-chaperone GroES","1","A244T","WT"
"Bcen2424_0860",69847.6877436838,1.27178305640596,0.51861888975232,0.000569758671517851,0.00932317781083718,1.27178305640596,"chaperonin GroEL","1","A244T","WT"
"Bcen2424_0970",1260.15617756564,0.595480860060348,0.298914073440772,0.00392834821338789,0.0314562757983876,0.595480860060348,"carbohydrate ABC transporter permease","1","A244T","WT"
"Bcen2424_0974",5921.97536322067,1.48196584774727,0.46256769605298,5.63800057055305e-05,0.00244411532196587,1.48196584774727,"thioredoxin-disulfide reductase","1","A244T","WT"
"Bcen2424_0985",919.378920355101,0.684169244828383,0.14242377859361,1.6150036674336e-07,6.66066649430521e-05,0.684169244828383,"cell division topological specificity factor MinE","1","A244T","WT"
"Bcen2424_1005",11177.2979065851,-0.726876152921026,0.36438323525205,0.00286900553831541,0.0257192178581392,0.726876152921026,"cold-shock protein","1","A244T","WT"
"Bcen2424_1045",1095.39104959559,0.584941822808633,0.241769762167413,0.00150324646916949,0.0168904424359876,0.584941822808633,"3-phosphoshikimate 1-carboxyvinyltransferase","1","A244T","WT"
"Bcen2424_1047",52871.5477248769,0.6898387877206,0.236325780621099,0.00030740944911048,0.00664057884851266,0.6898387877206,"30S ribosomal protein S1","1","A244T","WT"
"Bcen2424_1061",499.35687382177,0.699500110463119,0.220045732560994,0.000132948844367428,0.00398092699448654,0.699500110463119,"MetQ/NlpA family ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_1070",3330.52974510946,0.773153429894606,0.214794757645593,2.82589131666018e-05,0.00167506149576316,0.773153429894606,"ribosome maturation factor RimM","1","A244T","WT"
"Bcen2424_1071",2052.42982198341,0.61134479204813,0.226589928928633,0.000706593530825808,0.0103130699009224,0.61134479204813,"tRNA (guanosine(37)-N1)-methyltransferase TrmD","1","A244T","WT"
"Bcen2424_1072",15612.6707653183,0.596325681591311,0.278787534832975,0.00262133469733866,0.0240938817355067,0.596325681591311,"50S ribosomal protein L19","1","A244T","WT"
"Bcen2424_1110",11711.9029336329,0.638416749970209,0.317236765877986,0.00345264887685462,0.0289832909330181,0.638416749970209,"Rne/Rng family ribonuclease","1","A244T","WT"
"Bcen2424_1114",313.735511872756,0.721660444978828,0.225147904198408,0.000114376623242977,0.00369118780232475,0.721660444978828,"Rieske 2Fe-2S domain-containing protein","1","A244T","WT"
"Bcen2424_1119",10018.3794826607,0.660880017713131,0.249180931359322,0.000658368802038448,0.00999538631460073,0.660880017713131,"50S ribosomal protein L32","1","A244T","WT"
"Bcen2424_1120",2740.77268057604,0.864148568062506,0.305556804171693,0.000284665168365907,0.00638463306192107,0.864148568062506,"phosphate acyltransferase PlsX","1","A244T","WT"
"Bcen2424_1126",124.60666950001,0.694733489597687,0.270299210263249,0.000815060031251252,0.0112074876851915,0.694733489597687,"hypothetical protein","1","A244T","WT"
"Bcen2424_1129",3185.09309547878,0.710126781331426,0.245747622099233,0.000341774341976642,0.00701543163442513,0.710126781331426,"sugar dehydratase","1","A244T","WT"
"Bcen2424_1141",8299.83330151974,0.618635957067359,0.225572750177328,0.000663741868778109,0.00999538631460073,0.618635957067359,"elongation factor P","1","A244T","WT"
"Bcen2424_1183",366.43563734048,0.592129181251115,0.273066437083798,0.00279577269748446,0.0252969526474879,0.592129181251115,"succinylglutamate-semialdehyde dehydrogenase","1","A244T","WT"
"Bcen2424_1184",455.379965043225,0.581410377851869,0.26608430798126,0.00281444591109744,0.0253474671280078,0.581410377851869,"N-succinylarginine dihydrolase","1","A244T","WT"
"Bcen2424_1191",5170.91292204839,1.80195280792453,0.833000810871883,0.000863386779538377,0.011476919456152,1.80195280792453,"SDR family oxidoreductase","1","A244T","WT"
"Bcen2424_1243",428.188363416922,1.19920261257318,0.276298504271547,8.17813759780334e-07,0.000153247746147225,1.19920261257318,"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha","1","A244T","WT"
"Bcen2424_1244",258.918666872704,1.06996589879257,0.308349862524311,2.95366238725179e-05,0.00172036315067419,1.06996589879257,"alpha-ketoacid dehydrogenase subunit beta","1","A244T","WT"
"Bcen2424_1245",387.707892721001,1.00744985148672,0.28087046886874,2.0990350268954e-05,0.00150534499644881,1.00744985148672,"2-oxo acid dehydrogenase subunit E2","1","A244T","WT"
"Bcen2424_1246",278.121060217668,0.926407398190607,0.270043788373234,3.92823258560791e-05,0.0019563118696118,0.926407398190607,"dihydrolipoyl dehydrogenase","1","A244T","WT"
"Bcen2424_1260",72.984705647295,1.10466516476514,0.402894700779032,0.000301427428171801,0.00664057884851266,1.10466516476514,"TerC family protein","1","A244T","WT"
"Bcen2424_1261",161.556148957753,0.702263776477447,0.431984895757463,0.00561705462144056,0.0391240651030554,0.702263776477447,"hypothetical protein","1","A244T","WT"
"Bcen2424_1262",7056.27061911791,2.42066280159259,1.16243381815547,0.00083928421937621,0.0113641318389183,2.42066280159259,"Hsp20/alpha crystallin family protein","1","A244T","WT"
"Bcen2424_1263",6205.90078727902,2.67217076711357,1.1474818415546,0.00047995537988594,0.00863938627809632,2.67217076711357,"Hsp20/alpha crystallin family protein","1","A244T","WT"
"Bcen2424_1274",96.9982877117818,-0.581119593570207,0.21921912608506,0.000896893898562531,0.0117874584994338,0.581119593570207,"triphosphoribosyl-dephospho-CoA synthase MdcB","1","A244T","WT"
"Bcen2424_1281",8167.2489324249,1.20262028663793,0.553435201481825,0.00103703793928073,0.0132690603288145,1.20262028663793,"glycine betaine/L-proline transporter ProP","1","A244T","WT"
"Bcen2424_1290",2305.34774315999,1.05089634535992,0.308530923346126,3.86750062574814e-05,0.0019563118696118,1.05089634535992,"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","1","A244T","WT"
"Bcen2424_1291",614.605866320292,1.00224666909551,0.304925809070015,6.05273253790444e-05,0.00258531789063874,1.00224666909551,"leucine efflux protein LeuE","1","A244T","WT"
"Bcen2424_1292",4765.06216636641,0.950793156138547,0.260379627659026,1.70781671472686e-05,0.00138282224859535,0.950793156138547,"carbamoyl-phosphate synthase large subunit","1","A244T","WT"
"Bcen2424_1296",2608.2692877727,1.19408982151227,0.431967169350642,0.000251808692172777,0.0060372420562278,1.19408982151227,"RlmE family RNA methyltransferase","1","A244T","WT"
"Bcen2424_1297",44156.6034021126,0.887746634004426,0.375369102982039,0.000982908277313103,0.0126321110241412,0.887746634004426,"ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein","1","A244T","WT"
"Bcen2424_1298",256.6264899083,1.36617038088843,0.362775424963687,8.15517330989945e-06,0.000816782788917343,1.36617038088843,"dihydropteroate synthase","1","A244T","WT"
"Bcen2424_1299",1387.70495814618,0.927409913234208,0.260033553490195,2.35631763649245e-05,0.00152087212782051,0.927409913234208,"phosphoglucosamine mutase","1","A244T","WT"
"Bcen2424_1300",1208.35175588154,0.989945689151283,0.246007763897518,3.89766818323619e-06,0.000492207706009109,0.989945689151283,"phosphate ABC transporter substrate-binding protein PstS","1","A244T","WT"
"Bcen2424_1301",136.205222489644,0.976357896811275,0.22115485787573,7.04521486501904e-07,0.000149220859732167,0.976357896811275,"phosphate ABC transporter permease PstC","1","A244T","WT"
"Bcen2424_1345",92.4762350888273,-0.61549617304291,0.32175685121194,0.00440744084955062,0.0336436582063594,0.61549617304291,"nuclear transport factor 2 family protein","1","A244T","WT"
"Bcen2424_1359",1053.50042463895,1.29616277155931,0.346365439801722,9.09977846443916e-06,0.000866567427867657,1.29616277155931,"sigma-70 family RNA polymerase sigma factor","1","A244T","WT"
"Bcen2424_1360",405.105107232496,1.13131040088807,0.434665698979232,0.000419343711862428,0.00796067850395047,1.13131040088807,"DUF4880 domain-containing protein","1","A244T","WT"
"Bcen2424_1361",219.561210963321,0.994276778627677,0.275190604865831,1.88742282091925e-05,0.00142182428289747,0.994276778627677,"TonB-dependent receptor","1","A244T","WT"
"Bcen2424_1362",92.1281399237092,1.3645244643087,0.261005427871541,1.09394713393245e-08,1.05912315016893e-05,1.3645244643087,"hypothetical protein","1","A244T","WT"
"Bcen2424_1405",7847.40765045644,0.602243087555991,0.206422833633269,0.000404934397076846,0.00780591729987804,0.602243087555991,"glutamine--tRNA ligase/YqeY domain fusion protein","1","A244T","WT"
"Bcen2424_1435",1326.30703142476,-0.964539865635785,0.286281403272382,3.95002675228274e-05,0.0019563118696118,0.964539865635785,"hypothetical protein","1","A244T","WT"
"Bcen2424_1440",6073.66612090774,0.617883771715965,0.233251081590563,0.000799695401824261,0.011086946513597,0.617883771715965,"UTP--glucose-1-phosphate uridylyltransferase GalU","1","A244T","WT"
"Bcen2424_1441",9872.47254723403,0.623118691806282,0.201838026301344,0.000234734889150982,0.00575348089062469,0.623118691806282,"valine--tRNA ligase","1","A244T","WT"
"Bcen2424_1453",1695.31192707804,0.585974588145757,0.171101598205738,7.46715854106522e-05,0.00278055922852871,0.585974588145757,"FAD-binding oxidoreductase","1","A244T","WT"
"Bcen2424_1477",38349.2742446199,0.779804056381069,0.346630860005213,0.00151274800395201,0.016921147439947,0.779804056381069,"50S ribosomal protein L35","1","A244T","WT"
"Bcen2424_1478",13754.376087669,0.699645015674293,0.245996082226045,0.000375769897631274,0.00747550457308244,0.699645015674293,"50S ribosomal protein L20","1","A244T","WT"
"Bcen2424_1479",1878.84291569008,0.674114945098964,0.247863869207842,0.000530003637626195,0.0090819797373763,0.674114945098964,"phenylalanine--tRNA ligase subunit alpha","1","A244T","WT"
"Bcen2424_1498",3744.71768142932,0.727495457605894,0.276651303031263,0.000648709397905454,0.00996556161938659,0.727495457605894,"ribosome maturation factor RimP","1","A244T","WT"
"Bcen2424_1499",9858.62611446686,0.662380722737312,0.210849154878923,0.000162809275991308,0.00448227054139104,0.662380722737312,"transcription termination/antitermination protein NusA","1","A244T","WT"
"Bcen2424_1500",30135.6926035095,0.702811564501709,0.195328690024907,3.22321558167942e-05,0.0018058696035935,0.702811564501709,"translation initiation factor IF-2","1","A244T","WT"
"Bcen2424_1507",8652.88024909501,0.582670488767709,0.186007720679934,0.000206453629962109,0.00519172786341945,0.582670488767709,"translational GTPase TypA","1","A244T","WT"
"Bcen2424_1523",1799.5949122407,-0.59110124793777,0.454883514665713,0.0109100786553705,0.0604162506282624,0.59110124793777,"CpaF family protein","1","A244T","WT"
"Bcen2424_1524",410.317407972514,-0.826717635388361,0.380622655935873,0.00160803875551041,0.0175584532533082,0.826717635388361,"pilus assembly protein","1","A244T","WT"
"Bcen2424_1540",114.639047825009,0.898736630221656,0.263920144391105,4.49715201339346e-05,0.00214130787260677,0.898736630221656,"carbohydrate kinase","1","A244T","WT"
"Bcen2424_1541",491.767770621059,1.49971624073508,0.431980763433902,2.3231598449446e-05,0.00151631859991946,1.49971624073508,"ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_1542",271.876176036392,1.24624515711147,0.452853110918603,0.000259212173856471,0.00612098991029366,1.24624515711147,"ribose ABC transporter permease","1","A244T","WT"
"Bcen2424_1543",651.87755697104,1.5142548791109,0.465274063348342,4.8895141755214e-05,0.00223738499303382,1.5142548791109,"sugar ABC transporter ATP-binding protein","1","A244T","WT"
"Bcen2424_1544",761.868790206574,1.26248280086958,0.432679788793347,0.000157732190350534,0.00439516717494461,1.26248280086958,"ROK family protein","1","A244T","WT"
"Bcen2424_1554",1027.44746679445,0.737715624481994,0.204646089099952,2.66844103641761e-05,0.00162093839415443,0.737715624481994,"quinone-dependent dihydroorotate dehydrogenase","1","A244T","WT"
"Bcen2424_1568",2016.60760697985,0.672443574191202,0.222339380232973,0.000240868829757618,0.00583002930025835,0.672443574191202,"tRNA dihydrouridine(20/20a) synthase DusA","1","A244T","WT"
"Bcen2424_1572",4917.16589987536,-1.12795936859913,0.435858756814111,0.000421260177401275,0.00797101097890556,1.12795936859913,"curculin (mannose-binding) lectin","1","A244T","WT"
"Bcen2424_1573",169.408198011421,-0.899183543831039,0.366291963522686,0.000733394284986133,0.01062415810844,0.899183543831039,"DNA methyltransferase","1","A244T","WT"
"Bcen2424_1592",826.322381263943,0.668784491764597,0.186181314923262,3.42202636147572e-05,0.00184060658646412,0.668784491764597,"tRNA 2-selenouridine(34) synthase MnmH","1","A244T","WT"
"Bcen2424_1601",387.956010996903,0.659467963533546,0.242405264743962,0.000580612282939508,0.00942116411060224,0.659467963533546,"sulfate ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_1619",51.5888125787711,0.904131656550127,0.35610295359286,0.000638335779557075,0.00996556161938659,0.904131656550127,"amino acid ABC transporter permease","1","A244T","WT"
