"locusTag","baseMean","log2FoldChange","lfcSE","pvalue","padj","abs_log2","name","chromosome","mutant","comparedTo"
"Bcen2424_0352",9110.40626235268,0.600229837790137,0.437064763778058,0.010226134906815,0.0613180124025203,0.600229837790137,"30S ribosomal protein S19","1","A244T","WT"
"Bcen2424_0353",3865.88979396761,0.945962937446966,0.294907577214152,7.77451821872224e-05,0.0029641646461915,0.945962937446966,"50S ribosomal protein L22","1","A244T","WT"
"Bcen2424_0354",18801.755365334,0.701937220615696,0.35162175219857,0.00304351950965303,0.0279837428869866,0.701937220615696,"30S ribosomal protein S3","1","A244T","WT"
"Bcen2424_0355",9588.74506076299,0.779180519816122,0.30684802868294,0.000757853585391604,0.0113163568011869,0.779180519816122,"50S ribosomal protein L16","1","A244T","WT"
"Bcen2424_0356",2216.33662215175,0.987625239457307,0.300676182032558,6.16361432265703e-05,0.00273253568304461,0.987625239457307,"50S ribosomal protein L29","1","A244T","WT"
"Bcen2424_0357",8818.82993628815,0.627853212309712,0.28897082613779,0.00251740949381612,0.0245683701282156,0.627853212309712,"30S ribosomal protein S17","1","A244T","WT"
"Bcen2424_0358",15262.9065519923,0.867501477457852,0.216943607877782,4.83242229288847e-06,0.000603926236553021,0.867501477457852,"50S ribosomal protein L14","1","A244T","WT"
"Bcen2424_0359",10353.0854130843,0.949933072999877,0.274607118165132,2.85723874622373e-05,0.00177614656409277,0.949933072999877,"50S ribosomal protein L24","1","A244T","WT"
"Bcen2424_0360",15205.4921461727,1.01621045678608,0.319842719077653,8.61482351003768e-05,0.0031558578561502,1.01621045678608,"50S ribosomal protein L5","1","A244T","WT"
"Bcen2424_0361",14140.0967705275,0.900381314194741,0.375569151121737,0.000901062362991232,0.0125904907418316,0.900381314194741,"30S ribosomal protein S14","1","A244T","WT"
"Bcen2424_0362",12403.4631026579,1.00016597052986,0.308372889996513,7.02675481298531e-05,0.00287881452392444,1.00016597052986,"30S ribosomal protein S8","1","A244T","WT"
"Bcen2424_0363",15899.9274063718,0.953589213836495,0.320772174725808,0.00012938050243051,0.00402134289891352,0.953589213836495,"50S ribosomal protein L6","1","A244T","WT"
"Bcen2424_0364",9927.71621011949,0.963875966905009,0.294764883632486,6.06443588665183e-05,0.0027309062075403,0.963875966905009,"50S ribosomal protein L18","1","A244T","WT"
"Bcen2424_0365",9761.66717583918,0.931584563816331,0.307523834098653,0.000163629077942965,0.00466614881810437,0.931584563816331,"30S ribosomal protein S5","1","A244T","WT"
"Bcen2424_0366",3731.49447779336,0.785906768977904,0.234227778604677,6.66577528731174e-05,0.00282381991615821,0.785906768977904,"50S ribosomal protein L30","1","A244T","WT"
"Bcen2424_0367",8548.21689765838,0.848397208688781,0.20789486985799,3.55647105024604e-06,0.000473010649682723,0.848397208688781,"50S ribosomal protein L15","1","A244T","WT"
"Bcen2424_0368",15780.5782556091,0.924296890607698,0.292846967206952,0.000101361366718194,0.00352011053234215,0.924296890607698,"preprotein translocase subunit SecY","1","A244T","WT"
"Bcen2424_0369",4742.28916970025,1.01496136086274,0.280179314765425,1.80481530407542e-05,0.00147453410342962,1.01496136086274,"translation initiation factor IF-1","1","A244T","WT"
"Bcen2424_0370",4116.1405412378,0.720183598196529,0.270205736114524,0.00060486030518924,0.010085119782441,0.720183598196529,"50S ribosomal protein L36","1","A244T","WT"
"Bcen2424_0371",16073.1260205946,0.696685661865742,0.221585018221864,0.000155623639603745,0.00458759469655832,0.696685661865742,"30S ribosomal protein S13","1","A244T","WT"
"Bcen2424_0372",11801.7556036608,0.847877212704605,0.236650304858597,2.52648511908552e-05,0.00162347959506181,0.847877212704605,"30S ribosomal protein S11","1","A244T","WT"
"Bcen2424_0373",11943.709629762,0.886390330260138,0.235061385385812,1.17564356893346e-05,0.00121300803185836,0.886390330260138,"30S ribosomal protein S4","1","A244T","WT"
"Bcen2424_0374",14347.4638557321,0.727945314536543,0.232592184319098,0.000148577184133166,0.00442558810446655,0.727945314536543,"DNA-directed RNA polymerase subunit alpha","1","A244T","WT"
"Bcen2424_0389",25.2163204875336,-0.737394639103288,0.369788003963884,0.00308491022983436,0.0282281625670763,0.737394639103288,"hypothetical protein","1","A244T","WT"
"Bcen2424_0397",158.943658505395,-0.640975835056807,0.315691204717181,0.00326462208288656,0.0292639086081947,0.640975835056807,"sn-glycerol-3-phosphate ABC transporter permease UgpE","1","A244T","WT"
"Bcen2424_0438",1049.91392238833,0.611764536954505,0.205298900016703,0.000291785187957118,0.00681109995888472,0.611764536954505,"twin-arginine translocase subunit TatC","1","A244T","WT"
"Bcen2424_0483",866.42942876608,-0.643781382076937,0.448798124563543,0.00815856401328642,0.0526430494299392,0.643781382076937,"OmpA family protein","1","A244T","WT"
"Bcen2424_0484",520.48546960981,-0.711212574644357,0.489914724962777,0.00677216893939803,0.0468064031850267,0.711212574644357,"type VI secretion system-associated protein TagF","1","A244T","WT"
"Bcen2424_0485",2413.50802047663,-0.656734061464727,0.408764510754829,0.00635551387012881,0.0450957615673284,0.656734061464727,"type VI secretion system membrane subunit TssM","1","A244T","WT"
"Bcen2424_0486",1124.90943814422,-0.653829357008158,0.271553642667527,0.00133467319373291,0.0162563110524959,0.653829357008158,"M15 family metallopeptidase","1","A244T","WT"
"Bcen2424_0487",2171.22970257677,-0.655420432213436,0.275462201820679,0.00127600356068423,0.015864052964246,0.655420432213436,"hypothetical protein","1","A244T","WT"
"Bcen2424_0492",444.586110586365,-1.43221190372885,0.238333291425792,1.1676017410972e-10,1.66937858933372e-07,1.43221190372885,"peptidase M1","1","A244T","WT"
"Bcen2424_0503",4288.3956641115,1.36784702735376,0.366230325903258,8.95924941999273e-06,0.000967810058221936,1.36784702735376,"cold-shock protein","1","A244T","WT"
"Bcen2424_0534",1572.31789090409,0.597711137084212,0.169946078799282,5.1534105801047e-05,0.00249765721251007,0.597711137084212,"anthranilate synthase component I","1","A244T","WT"
"Bcen2424_0570",2428.79631095025,0.612282141901722,0.26475432195138,0.00187006648699971,0.0202172216241047,0.612282141901722,"bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","1","A244T","WT"
"Bcen2424_0572",348.803431844859,0.766392113932151,0.232052520011135,7.93125589265962e-05,0.00297001566856782,0.766392113932151,"NUDIX domain-containing protein","1","A244T","WT"
"Bcen2424_0581",13958.5818067838,0.886846245842323,0.238480107939736,1.43849029946681e-05,0.00130582952740487,0.886846245842323,"50S ribosomal protein L21","1","A244T","WT"
"Bcen2424_0582",8259.61100073889,0.698812962805957,0.205932743152201,7.69888778368837e-05,0.00295502947885327,0.698812962805957,"50S ribosomal protein L27","1","A244T","WT"
"Bcen2424_0616",214.895677600154,-0.681839172751401,0.32066552424007,0.00245142510276024,0.0241718968322169,0.681839172751401,"EF-hand domain-containing protein","1","A244T","WT"
"Bcen2424_0659",188.020622155169,1.03963953101148,0.415620552089565,0.000612686111725213,0.0101305657351087,1.03963953101148,"MurR/RpiR family transcriptional regulator","1","A244T","WT"
"Bcen2424_0660",3350.05403926673,1.34886577381874,0.738166587156657,0.0020193655082517,0.021259705627914,1.34886577381874,"phosphogluconate dehydratase","1","A244T","WT"
"Bcen2424_0661",2031.06391047175,1.25735164284877,0.403190586514521,8.14116470344146e-05,0.0030233325285053,1.25735164284877,"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","1","A244T","WT"
"Bcen2424_0677",766.917552516568,0.704844380873561,0.249398704106628,0.000392070358007281,0.00806564883972533,0.704844380873561,"OsmC family protein","1","A244T","WT"
"Bcen2424_0679",19612.9886968552,0.642054475133181,0.194777774064829,0.00010285117408627,0.00354340882288782,0.642054475133181,"50S ribosomal protein L13","1","A244T","WT"
"Bcen2424_0722",1137.16609640048,0.729111247917667,0.270229515635642,0.000546830106530203,0.0096499829401792,0.729111247917667,"tRNA guanosine(34) transglycosylase Tgt","1","A244T","WT"
"Bcen2424_0750",9146.65777599684,1.45165821920753,0.764151345741151,0.00165583630683935,0.0186598550473909,1.45165821920753,"nucleotide exchange factor GrpE","1","A244T","WT"
"Bcen2424_0751",2517.06665396603,1.792857520854,0.688949908816685,0.000309068396256082,0.0070420803115081,1.792857520854,"thioredoxin family protein","1","A244T","WT"
"Bcen2424_0752",76797.6337075833,2.12339858564166,0.878305369195573,0.000523699323915836,0.00950805216976084,2.12339858564166,"molecular chaperone DnaK","1","A244T","WT"
"Bcen2424_0753",5952.98934523725,1.17958447473491,0.462808110947664,0.000437818585585511,0.00848774403716454,1.17958447473491,"molecular chaperone DnaJ","1","A244T","WT"
"Bcen2424_0754",923.834507988369,1.00794877203011,0.411593765184978,0.00071433013063932,0.0108420967206676,1.00794877203011,"aminodeoxychorismate synthase component I","1","A244T","WT"
"Bcen2424_0786",333.32728353607,-0.95299837302213,0.223278861264449,1.32705724700937e-06,0.000213549337295936,0.95299837302213,"adenylyl-sulfate kinase","1","A244T","WT"
"Bcen2424_0803",567.959520691962,0.589263853893155,0.221270489645575,0.000833512169176528,0.0122227079372322,0.589263853893155,"protein TolQ","1","A244T","WT"
"Bcen2424_0809",996.135945771833,0.629521247687254,0.189670833210045,9.87143874271188e-05,0.00348486161540551,0.629521247687254,"DUF3318 domain-containing protein","1","A244T","WT"
"Bcen2424_0810",1321.83359441641,0.69926489962829,0.191283600152336,2.44792674095754e-05,0.00162347959506181,0.69926489962829,"membrane protein","1","A244T","WT"
"Bcen2424_0849",66.4595833750518,0.648089764225112,0.232256830296274,0.000523097689133232,0.00950805216976084,0.648089764225112,"ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_0859",14958.0535795502,1.40156984688645,0.534377674468056,0.00034634727757871,0.0075028790926994,1.40156984688645,"co-chaperone GroES","1","A244T","WT"
"Bcen2424_0860",69798.9315678534,1.25448011201185,0.517799607934078,0.000622278042960236,0.010197157958996,1.25448011201185,"chaperonin GroEL","1","A244T","WT"
"Bcen2424_0970",1259.63615375144,0.582895647109321,0.294243638486217,0.00417484371455344,0.0342298622062859,0.582895647109321,"carbohydrate ABC transporter permease","1","A244T","WT"
"Bcen2424_0974",5914.05174603823,1.46319889342705,0.460996018300867,5.97033672463108e-05,0.00270986950223533,1.46319889342705,"thioredoxin-disulfide reductase","1","A244T","WT"
"Bcen2424_0985",919.404510841371,0.672356036003542,0.138184730605286,1.2667213566382e-07,5.17455674186705e-05,0.672356036003542,"cell division topological specificity factor MinE","1","A244T","WT"
"Bcen2424_1005",11190.3135825221,-0.747166055907562,0.363298597436537,0.00248079390189434,0.0243774232387177,0.747166055907562,"cold-shock protein","1","A244T","WT"
"Bcen2424_1047",52842.4874920069,0.678407439807575,0.231072839509364,0.000303517717952198,0.0069992654393896,0.678407439807575,"30S ribosomal protein S1","1","A244T","WT"
"Bcen2424_1061",499.203252469036,0.681924417471825,0.215425047745894,0.000132925866808456,0.00410920557987871,0.681924417471825,"MetQ/NlpA family ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_1070",3329.10819979005,0.757424152478533,0.210509099010188,2.7226463930827e-05,0.00171107854088351,0.757424152478533,"ribosome maturation factor RimM","1","A244T","WT"
"Bcen2424_1071",2051.80572543386,0.603866361594053,0.222971535104575,0.000759879700651642,0.011317062520903,0.603866361594053,"tRNA (guanosine(37)-N1)-methyltransferase TrmD","1","A244T","WT"
"Bcen2424_1072",15607.345672257,0.593339197931986,0.2735620108749,0.00283834152270261,0.0267503229053925,0.593339197931986,"50S ribosomal protein L19","1","A244T","WT"
"Bcen2424_1110",11703.701874715,0.627035480268572,0.311495406982314,0.00355197191740743,0.0308295988426603,0.627035480268572,"Rne/Rng family ribonuclease","1","A244T","WT"
"Bcen2424_1114",313.710378862864,0.705375140278692,0.223141762524302,0.000135606214693588,0.00416952656899263,0.705375140278692,"Rieske 2Fe-2S domain-containing protein","1","A244T","WT"
"Bcen2424_1119",10015.9826729108,0.652290788268782,0.244402936457109,0.000698761005648208,0.0107425112669411,0.652290788268782,"50S ribosomal protein L32","1","A244T","WT"
"Bcen2424_1120",2738.87825689134,0.855446966618186,0.3007333930794,0.000288476826852007,0.00676147119986322,0.855446966618186,"phosphate acyltransferase PlsX","1","A244T","WT"
"Bcen2424_1126",124.587317065177,0.683562043000109,0.267737533845883,0.0009049683036308,0.0125924908235147,0.683562043000109,"hypothetical protein","1","A244T","WT"
"Bcen2424_1129",3185.16782929062,0.692662598607075,0.242340667872983,0.000364600256292878,0.00769427625733938,0.692662598607075,"sugar dehydratase","1","A244T","WT"
"Bcen2424_1141",8296.05512647474,0.609237033441238,0.220619804231449,0.00068123836914295,0.0107039004047509,0.609237033441238,"elongation factor P","1","A244T","WT"
"Bcen2424_1183",366.279731598616,0.580917294137722,0.268393363968222,0.00298591487046272,0.0276317914954309,0.580917294137722,"succinylglutamate-semialdehyde dehydrogenase","1","A244T","WT"
"Bcen2424_1191",5161.3999487555,1.78065785817453,0.83617560668575,0.0009337139567309,0.0128287753328315,1.78065785817453,"SDR family oxidoreductase","1","A244T","WT"
"Bcen2424_1243",428.070937860985,1.18514479246096,0.274140333344291,8.88773317877374e-07,0.00016942982016469,1.18514479246096,"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha","1","A244T","WT"
"Bcen2424_1244",258.800698841486,1.057017874602,0.30595138461661,3.21120481871705e-05,0.0019130083706503,1.057017874602,"alpha-ketoacid dehydrogenase subunit beta","1","A244T","WT"
"Bcen2424_1245",387.629601948265,0.992571318024967,0.279140471027786,2.37186051837991e-05,0.00161484170293032,0.992571318024967,"2-oxo acid dehydrogenase subunit E2","1","A244T","WT"
"Bcen2424_1246",278.084413588214,0.912499071609287,0.2682497383608,4.46433957912854e-05,0.0023640331530589,0.912499071609287,"dihydrolipoyl dehydrogenase","1","A244T","WT"
"Bcen2424_1260",72.9182930073758,1.0952821895558,0.400561076645892,0.000326257643778961,0.00723649335097325,1.0952821895558,"TerC family protein","1","A244T","WT"
"Bcen2424_1261",161.450845844516,0.686051418131392,0.4291202852899,0.00614622751860212,0.0440479638833152,0.686051418131392,"hypothetical protein","1","A244T","WT"
"Bcen2424_1262",7043.10821638018,2.39883223302726,1.16557697454428,0.000884765942434437,0.0125815324874617,2.39883223302726,"Hsp20/alpha crystallin family protein","1","A244T","WT"
"Bcen2424_1263",6192.67172799045,2.65214087958897,1.14931285864787,0.000505389531791117,0.00932362171713999,2.65214087958897,"Hsp20/alpha crystallin family protein","1","A244T","WT"
"Bcen2424_1274",97.1556698148941,-0.596358453159746,0.22038901977883,0.00074715436093216,0.0112240569136577,0.596358453159746,"triphosphoribosyl-dephospho-CoA synthase MdcB","1","A244T","WT"
"Bcen2424_1281",8157.23838685218,1.19000726076386,0.549125017732742,0.00105885571558834,0.0138571987126996,1.19000726076386,"glycine betaine/L-proline transporter ProP","1","A244T","WT"
"Bcen2424_1290",2303.10467098547,1.03766037811893,0.303720463700808,3.74049892383153e-05,0.00207904727385954,1.03766037811893,"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","1","A244T","WT"
"Bcen2424_1291",614.093412816939,0.987378757635556,0.300601695981752,6.15319584601059e-05,0.00273253568304461,0.987378757635556,"leucine efflux protein LeuE","1","A244T","WT"
"Bcen2424_1292",4761.96908881256,0.938474579669641,0.255350218504708,1.58644299768566e-05,0.00137467689450974,0.938474579669641,"carbamoyl-phosphate synthase large subunit","1","A244T","WT"
"Bcen2424_1296",2605.6926483046,1.18155862366737,0.429190737479821,0.000272774226975997,0.00655460421880557,1.18155862366737,"RlmE family RNA methyltransferase","1","A244T","WT"
"Bcen2424_1297",44135.0818712736,0.872035580514743,0.373428933118627,0.00108828676227995,0.0140981289565251,0.872035580514743,"ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein","1","A244T","WT"
"Bcen2424_1298",256.293694365049,1.3544486162687,0.360001048318339,8.57103759619579e-06,0.000961132627698897,1.3544486162687,"dihydropteroate synthase","1","A244T","WT"
"Bcen2424_1299",1386.87880512798,0.916095341143958,0.256811583838829,2.52448951297399e-05,0.00162347959506181,0.916095341143958,"phosphoglucosamine mutase","1","A244T","WT"
"Bcen2424_1300",1207.79401487168,0.978337566309023,0.24293375803853,4.05630609419192e-06,0.000527227603470082,0.978337566309023,"phosphate ABC transporter substrate-binding protein PstS","1","A244T","WT"
"Bcen2424_1301",136.207592502362,0.962656997173933,0.218740476905232,7.66330367472588e-07,0.000162320124873175,0.962656997173933,"phosphate ABC transporter permease PstC","1","A244T","WT"
"Bcen2424_1345",92.6659604939689,-0.629624375841136,0.323249070640324,0.00396468510780924,0.0332952043047886,0.629624375841136,"nuclear transport factor 2 family protein","1","A244T","WT"
"Bcen2424_1359",1055.99168117061,1.28089026814223,0.34673698691432,1.1220226763009e-05,0.00118830512699349,1.28089026814223,"sigma-70 family RNA polymerase sigma factor","1","A244T","WT"
"Bcen2424_1360",406.081006581948,1.11457513351627,0.435997157449063,0.000482629214455433,0.00902011920742033,1.11457513351627,"DUF4880 domain-containing protein","1","A244T","WT"
"Bcen2424_1361",219.832797733151,0.97835245786256,0.274633208180786,2.31416519062641e-05,0.00161484170293032,0.97835245786256,"TonB-dependent receptor","1","A244T","WT"
"Bcen2424_1362",92.2432166384062,1.34952189612102,0.260214358653514,1.36022708047818e-08,9.72392334156837e-06,1.34952189612102,"hypothetical protein","1","A244T","WT"
"Bcen2424_1405",7847.12927550974,0.590811035510674,0.202296059287026,0.000428078291401331,0.0084419991328421,0.590811035510674,"glutamine--tRNA ligase/YqeY domain fusion protein","1","A244T","WT"
"Bcen2424_1435",1327.63312798759,-0.987288502446696,0.285185710986453,2.96779561332311e-05,0.00182472949036477,0.987288502446696,"hypothetical protein","1","A244T","WT"
"Bcen2424_1440",6073.33324143026,0.603007761163185,0.23244076142701,0.000988262568209101,0.0134098689982224,0.603007761163185,"UTP--glucose-1-phosphate uridylyltransferase GalU","1","A244T","WT"
"Bcen2424_1441",9870.58719275025,0.610126433151372,0.197062754648678,0.000237768947893327,0.00596403777632428,0.610126433151372,"valine--tRNA ligase","1","A244T","WT"
"Bcen2424_1477",38321.3457121292,0.766214445314419,0.341938521313627,0.00160096031498875,0.0183807814906674,0.766214445314419,"50S ribosomal protein L35","1","A244T","WT"
"Bcen2424_1478",13749.7607500313,0.687360373943061,0.241392225773851,0.000387146661553612,0.0080445158493738,0.687360373943061,"50S ribosomal protein L20","1","A244T","WT"
"Bcen2424_1479",1877.83915982131,0.668772924521205,0.242862158356156,0.000540168763363411,0.00960907267177009,0.668772924521205,"phenylalanine--tRNA ligase subunit alpha","1","A244T","WT"
"Bcen2424_1498",3742.88080091483,0.711773037423798,0.272879484000712,0.000695309193284046,0.0107425112669411,0.711773037423798,"ribosome maturation factor RimP","1","A244T","WT"
"Bcen2424_1499",9854.6713527721,0.652483827023844,0.206087325723226,0.000163996487574572,0.00466614881810437,0.652483827023844,"transcription termination/antitermination protein NusA","1","A244T","WT"
"Bcen2424_1500",30124.6029643884,0.697074824598802,0.191243483785772,2.99920566697479e-05,0.00182472949036477,0.697074824598802,"translation initiation factor IF-2","1","A244T","WT"
"Bcen2424_1518",580.068344632202,-0.606495588845836,0.295170638163049,0.00364044224460174,0.0312139268319001,0.606495588845836,"prepilin peptidase","1","A244T","WT"
"Bcen2424_1523",1801.43172471749,-0.617470508054291,0.45235723659617,0.00976987300823137,0.059251223471978,0.617470508054291,"CpaF family protein","1","A244T","WT"
"Bcen2424_1524",410.870946514402,-0.84606309148771,0.380590990579141,0.00143221291614289,0.016958231195489,0.84606309148771,"pilus assembly protein","1","A244T","WT"
"Bcen2424_1540",114.558924424848,0.886151345563162,0.260463326285023,4.64630469009909e-05,0.00241565604751606,0.886151345563162,"carbohydrate kinase","1","A244T","WT"
"Bcen2424_1541",490.950433239658,1.48802062502385,0.428037421826002,2.34275016002254e-05,0.00161484170293032,1.48802062502385,"ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_1542",271.523854828599,1.23232494596085,0.449187194429401,0.000265389462889713,0.00643119634858588,1.23232494596085,"ribose ABC transporter permease","1","A244T","WT"
"Bcen2424_1543",651.014775639444,1.50151936892023,0.461497880105753,4.94473962288351e-05,0.0024793658261088,1.50151936892023,"sugar ABC transporter ATP-binding protein","1","A244T","WT"
"Bcen2424_1544",761.858365585983,1.24808383473504,0.430101240132507,0.000168002449389353,0.0047564653864243,1.24808383473504,"ROK family protein","1","A244T","WT"
"Bcen2424_1554",1027.03083650716,0.728099478429658,0.199612297945327,2.48520341126941e-05,0.00162347959506181,0.728099478429658,"quinone-dependent dihydroorotate dehydrogenase","1","A244T","WT"
"Bcen2424_1568",2016.15508241118,0.656578018868534,0.218643340809512,0.000260153744179666,0.00638549039898502,0.656578018868534,"tRNA dihydrouridine(20/20a) synthase DusA","1","A244T","WT"
"Bcen2424_1572",4919.49996767663,-1.15160354646843,0.431068150318926,0.000333653105561897,0.00731670820641259,1.15160354646843,"curculin (mannose-binding) lectin","1","A244T","WT"
"Bcen2424_1573",169.475384515615,-0.923879761278896,0.361364682885402,0.00056031145229941,0.00979945319786032,0.923879761278896,"DNA methyltransferase","1","A244T","WT"
"Bcen2424_1592",826.161919109865,0.655324227794086,0.181775180952444,3.2946411726803e-05,0.00192265845577129,0.655324227794086,"tRNA 2-selenouridine(34) synthase MnmH","1","A244T","WT"
"Bcen2424_1601",387.816498390414,0.646814458007295,0.238776093702992,0.000634125854188695,0.0103320961826357,0.646814458007295,"sulfate ABC transporter substrate-binding protein","1","A244T","WT"
"Bcen2424_1619",51.5743364389441,0.892199622344344,0.353497735188178,0.000690599455862458,0.0107039004047509,0.892199622344344,"amino acid ABC transporter permease","1","A244T","WT"
"Bcen2424_1620",1042.26473461739,0.900216468765962,0.262170381191215,3.67717975549004e-05,0.00207904727385954,0.900216468765962,"M23 family metallopeptidase","1","A244T","WT"
"Bcen2424_1623",279.766004938327,-0.60140298352891,0.237427179176563,0.00116838653705399,0.0148159703002478,0.60140298352891,"multidrug efflux RND transporter permease subunit","1","A244T","WT"
"Bcen2424_1624",119.639189170535,-1.07769240301249,0.248836484573405,1.00110754240025e-06,0.000184688194677002,1.07769240301249,"efflux transporter outer membrane subunit","1","A244T","WT"
"Bcen2424_1627",578.455877624253,-0.805630143041309,0.507078593071579,0.00470619220482224,0.0368093275615969,0.805630143041309,"fimbrial biogenesis outer membrane usher protein","1","A244T","WT"
"Bcen2424_1628",164.126488654152,-1.26578914533464,0.417336590513787,0.00011128008213349,0.00376574431787829,1.26578914533464,"molecular chaperone","1","A244T","WT"
"Bcen2424_1629",281.284138915629,-0.925669282259632,0.413848340468292,0.00113487237709637,0.0145312375456869,0.925669282259632,"fimbrial protein","1","A244T","WT"
"Bcen2424_1670",2444.25889842829,-0.633898523706574,0.311962734105423,0.00329385245622444,0.0294797217482747,0.633898523706574,"chitinase","1","A244T","WT"
