"locusTag","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","abs_log2","abs_stat","name","chromosome","mutant","comparedTo"
"Bcen2424_0178",595.90015371364,-1.04479229504205,0.232004524378634,-4.50332724260557,6.68977518461034e-06,0.00078079233226095,1.04479229504205,4.50332724260557,"TetR/AcrR family transcriptional regulator","1","A244T","N274Y"
"Bcen2424_1871",6227.72084204372,0.857760163470472,0.191174832387835,4.48678391792879,7.23063414530887e-06,0.000827039933540428,0.857760163470472,4.48678391792879,"50S ribosomal protein L9","1","A244T","N274Y"
"Bcen2424_1566",1549.71540537066,-0.702941394284592,0.157113588134967,-4.47409675145817,7.67349928634213e-06,0.000860485145462561,0.702941394284592,4.47409675145817,"hypothetical protein","1","A244T","N274Y"
"Bcen2424_4312",129.064811954642,-1.14336927053638,0.255917108476268,-4.46773284265366,7.9052945430421e-06,0.000869430374839572,1.14336927053638,4.46773284265366,"LysR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_1813",3437.39491280904,0.634745519049544,0.142915371527991,4.44140831222782,8.93720266683348e-06,0.000949983292522453,0.634745519049544,4.44140831222782,"helix-turn-helix domain-containing protein","1","A244T","N274Y"
"Bcen2424_1810",2762.31433646144,0.460613460882086,0.10372724965413,4.44062155718929,8.96994191225957e-06,0.000949983292522453,0.460613460882086,4.44062155718929,"tetratricopeptide repeat protein","1","A244T","N274Y"
"Bcen2424_1952",1955.81421926016,-0.746822668069566,0.168506709246431,-4.43200553502817,9.33606206277288e-06,0.00097078070794542,0.746822668069566,4.43200553502817,"hypothetical protein","1","A244T","N274Y"
"Bcen2424_0143",454.749217038871,0.459723696598348,0.10398624860014,4.42100472694355,9.82430243775062e-06,0.00100330688645528,0.459723696598348,4.42100472694355,"alginate lyase family protein","1","A244T","N274Y"
"Bcen2424_3188",2065.11439655201,2.31788219644415,0.525038541102988,4.4146896179751,1.01155018118042e-05,0.00100952503064859,2.31788219644415,4.4146896179751,"SRPBCC family protein","2","A244T","N274Y"
"Bcen2424_5177",277.858369782063,-0.729197201558951,0.16527289208893,-4.41207987796683,1.02382325192548e-05,0.00100952503064859,0.729197201558951,4.41207987796683,"NAD(P)H-dependent oxidoreductase","2","A244T","N274Y"
"Bcen2424_1480",2714.92086740378,0.439703362536272,0.0998854605203522,4.40207574000902,1.07220111477572e-05,0.00103930816532243,0.439703362536272,4.40207574000902,"phenylalanine--tRNA ligase subunit beta","1","A244T","N274Y"
"Bcen2424_3082",779.503593840334,0.481626119299331,0.109672645510718,4.39148811498547,1.12577490405492e-05,0.00107305111271501,0.481626119299331,4.39148811498547,"lauroyl acyltransferase","1","A244T","N274Y"
"Bcen2424_5094",379.653260196337,1.242482515055,0.28457330858771,4.36612457163053,1.26470369954293e-05,0.00118571155044033,1.242482515055,4.36612457163053,"DHA2 family efflux MFS transporter permease subunit","2","A244T","N274Y"
"Bcen2424_0338",11811.867344434,0.8447757516928,0.194625278980511,4.34052429426391,1.42143151307309e-05,0.0012979458059818,0.8447757516928,4.34052429426391,"50S ribosomal protein L10","1","A244T","N274Y"
"Bcen2424_1555",521.71574245557,-0.761237318295129,0.175500720532126,-4.33751676908803,1.44101543233693e-05,0.0012979458059818,0.761237318295129,4.33751676908803,"arginyltransferase","1","A244T","N274Y"
"Bcen2424_2013",1254.13078596426,0.453001441087368,0.104480020019454,4.335771001987,1.45250098938337e-05,0.0012979458059818,0.453001441087368,4.335771001987,"1-deoxy-D-xylulose-5-phosphate reductoisomerase","1","A244T","N274Y"
"Bcen2424_1873",4137.62340513109,1.15146865220018,0.269635146825222,4.27046943159292,1.95061956655015e-05,0.0017162451232462,1.15146865220018,4.27046943159292,"primosomal replication protein N","1","A244T","N274Y"
"Bcen2424_1572",5882.09054194669,1.76864670702309,0.41514241758097,4.26033725324667,2.04118667946126e-05,0.00176871918482408,1.76864670702309,4.26033725324667,"curculin (mannose-binding) lectin","1","A244T","N274Y"
"Bcen2424_3913",122.071823818862,-0.87751536693782,0.20679210327789,-4.24346652037579,2.20093221581831e-05,0.00183064377213735,0.87751536693782,4.24346652037579,"DUF2946 domain-containing protein","2","A244T","N274Y"
"Bcen2424_2809",2175.73724226515,0.544271565380913,0.128266352010681,4.24329184426788,2.20264681417638e-05,0.00183064377213735,0.544271565380913,4.24329184426788,"signal recognition particle-docking protein FtsY","1","A244T","N274Y"
"Bcen2424_2010",3009.77844684622,0.437785138580996,0.103186033982446,4.24267821607982,2.20868019369605e-05,0.00183064377213735,0.437785138580996,4.24267821607982,"OmpH family outer membrane protein","1","A244T","N274Y"
"Bcen2424_0317",3854.36764525411,0.855753931697308,0.202346777139927,4.22914535033853,2.34580757770849e-05,0.00190351988039949,0.855753931697308,4.22914535033853,"orotate phosphoribosyltransferase","1","A244T","N274Y"
"Bcen2424_2030",4706.06241432875,0.732456304933414,0.173357939438232,4.22510966216456,2.38824450546682e-05,0.00190351988039949,0.732456304933414,4.22510966216456,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","1","A244T","N274Y"
"Bcen2424_2018",12026.1194223496,1.01181833680072,0.239521246934692,4.22433646179456,2.39645797147689e-05,0.00190351988039949,1.01181833680072,4.22433646179456,"elongation factor Ts","1","A244T","N274Y"
"Bcen2424_5130",28.6845402627435,-1.32281713597517,0.313713273271029,-4.21664382313954,2.47965161108383e-05,0.00194262021421759,1.32281713597517,4.21664382313954,"acetate--CoA ligase","2","A244T","N274Y"
"Bcen2424_3449",90.2736224431673,-0.799653291683422,0.190005662536386,-4.20857610772672,2.56984972462064e-05,0.00198607710474398,0.799653291683422,4.20857610772672,"methylated-DNA--[protein]-cysteine S-methyltransferase","2","A244T","N274Y"
"Bcen2424_2404",1124.97202139861,0.621622689416832,0.148254042021739,4.19295609711392,2.75342746533051e-05,0.00207254702623975,0.621622689416832,4.19295609711392,"ABC transporter substrate-binding protein","1","A244T","N274Y"
"Bcen2424_5096",1461.0806799672,1.30690459951237,0.311749111757818,4.19216783696128,2.76301457561066e-05,0.00207254702623975,1.30690459951237,4.19216783696128,"isoprenylcysteine carboxylmethyltransferase family protein","2","A244T","N274Y"
"Bcen2424_1125",5525.06662425423,0.421122181785356,0.100508263507162,4.18992595325607,2.79045499248926e-05,0.00207254702623975,0.421122181785356,4.18992595325607,"beta-ketoacyl-ACP synthase II","1","A244T","N274Y"
"Bcen2424_4263",1953.60774609638,0.951908660026675,0.22782949194131,4.17816258955575,2.93873552621228e-05,0.0021522857004742,0.951908660026675,4.17816258955575,"porin","2","A244T","N274Y"
"Bcen2424_1500",27693.3955088178,0.800363831004732,0.191680111095235,4.1755184011088,2.97308218810039e-05,0.0021522857004742,0.800363831004732,4.1755184011088,"translation initiation factor IF-2","1","A244T","N274Y"
"Bcen2424_4426",524.145165837931,0.731966072473815,0.175619264710073,4.16791445791672,3.07399244735292e-05,0.00219752035080142,0.731966072473815,4.16791445791672,"recombination-associated protein RdgC","2","A244T","N274Y"
"Bcen2424_0278",734.11845872879,-0.764567563562256,0.184006557475344,-4.15511041591387,3.25130492727414e-05,0.00229558183692355,0.764567563562256,4.15511041591387,"branched-chain amino acid ABC transporter substrate-binding protein","1","A244T","N274Y"
"Bcen2424_5626",352.808632608978,-0.643568524651486,0.155050695666457,-4.15069743405682,3.31463703358555e-05,0.00231175721891168,0.643568524651486,4.15069743405682,"GNAT family N-acetyltransferase","2","A244T","N274Y"
"Bcen2424_0824",183.798349197908,0.634291842054676,0.153139331540701,4.14192641219733,3.44400852565462e-05,0.0023713665446508,0.634291842054676,4.14192641219733,"5,6-dimethylbenzimidazole synthase","1","A244T","N274Y"
"Bcen2424_0373",10966.3935685706,0.855600698638073,0.206699692499196,4.13934190367215,3.48303531650056e-05,0.0023713665446508,0.855600698638073,4.13934190367215,"30S ribosomal protein S4","1","A244T","N274Y"
"Bcen2424_2792",22631.4065394699,-1.01979923310514,0.247125592449184,-4.12664355398497,3.68096260770376e-05,0.00247663825334797,1.01979923310514,4.12664355398497,"ribosome-associated translation inhibitor RaiA","1","A244T","N274Y"
"Bcen2424_0374",13157.8456289928,0.818899899358529,0.19862976354146,4.12274517553659,3.74383789105721e-05,0.00248965219755304,0.818899899358529,4.12274517553659,"DNA-directed RNA polymerase subunit alpha","1","A244T","N274Y"
"Bcen2424_5462",85.5430693114833,-0.884044896137034,0.214662005458425,-4.1183109896374,3.81659418371594e-05,0.00250886231455994,0.884044896137034,4.1183109896374,"amidohydrolase family protein","2","A244T","N274Y"
"Bcen2424_4007",199.240993139009,-0.714304982129769,0.173604060499269,-4.11456379577468,3.87912267376642e-05,0.00252098892855343,0.714304982129769,4.11456379577468,"MFS transporter","2","A244T","N274Y"
"Bcen2424_2776",172.917841493705,0.729229296640871,0.17760622550277,4.10587688903674,4.02783970396445e-05,0.00258822643449131,0.729229296640871,4.10587688903674,"G/U mismatch-specific DNA glycosylase","1","A244T","N274Y"
"Bcen2424_4745",183.590817559587,-1.01024932124069,0.24686806763704,-4.0922640619767,4.27181799606011e-05,0.00268906418928504,1.01024932124069,4.0922640619767,"efflux RND transporter permease subunit","2","A244T","N274Y"
"Bcen2424_2949",84.3504497929871,-1.05395290172937,0.257571473751804,-4.09188520132848,4.27880470755269e-05,0.00268906418928504,1.05395290172937,4.09188520132848,"LysR family transcriptional regulator","1","A244T","N274Y"
"Bcen2424_0362",11456.595387771,1.14544926125961,0.280194785709123,4.08804631521134,4.35021314749361e-05,0.00270422489027348,1.14544926125961,4.08804631521134,"30S ribosomal protein S8","1","A244T","N274Y"
"Bcen2424_2107",8633.05638654994,0.70456923274681,0.172576411823796,4.0826508402909,4.45248937517116e-05,0.00271177183342552,0.70456923274681,4.0826508402909,"phosphopyruvate hydratase","1","A244T","N274Y"
"Bcen2424_0985",843.041810727731,0.486270720763797,0.119113763065389,4.08240582993631,4.45718748630878e-05,0.00271177183342552,0.486270720763797,4.08240582993631,"cell division topological specificity factor MinE","1","A244T","N274Y"
"Bcen2424_1782",771.767133555077,0.822761058852911,0.201902961902282,4.07503213970241,4.60079924628607e-05,0.00276968114626422,0.822761058852911,4.07503213970241,"30S ribosomal protein S12 methylthiotransferase RimO","1","A244T","N274Y"
"Bcen2424_2490",1362.41023390826,0.620434152411286,0.152393059692732,4.0712756451131,4.67563817567206e-05,0.00278541403402797,0.620434152411286,4.0712756451131,"CDP-6-deoxy-delta-3,4-glucoseen reductase","1","A244T","N274Y"
"Bcen2424_5346",1856.51743876821,1.27488525788653,0.313596876625588,4.06536337863036,4.79576814014597e-05,0.00282510928143699,1.27488525788653,4.06536337863036,"alpha/beta hydrolase","2","A244T","N274Y"
"Bcen2424_1118",3003.36956189364,0.976116367437627,0.240235160682743,4.06317028974246,4.84106853612213e-05,0.00282510928143699,0.976116367437627,4.06317028974246,"DUF177 domain-containing protein","1","A244T","N274Y"
"Bcen2424_3455",205.877911035408,-1.08147329998114,0.266562615027398,-4.05710793267082,4.96841248741272e-05,0.00285641978709152,1.08147329998114,4.05710793267082,"MerR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_1829",7391.02002074694,0.925944744977391,0.228296942610446,4.05587886718822,4.99461407080175e-05,0.00285641978709152,0.925944744977391,4.05587886718822,"transcription termination factor Rho","1","A244T","N274Y"
"BCEN2424_RS24600",107.507723976284,-0.956692296875065,0.236251395482421,-4.04946728429484,5.13343532765012e-05,0.00290674422166644,0.956692296875065,4.04946728429484,"DUF2964 family protein","2","A244T","N274Y"
"Bcen2424_1728",189.796426301819,0.677819375416095,0.167620816215638,4.04376610685457,5.25993937675381e-05,0.00294917581329951,0.677819375416095,4.04376610685457,"YhfC family intramembrane metalloprotease","1","A244T","N274Y"
"Bcen2424_3086",372.716365071183,0.462318917154956,0.114693285607312,4.03091527727133,5.55600698236842e-05,0.00308106297617769,0.462318917154956,4.03091527727133,"DUF484 family protein","1","A244T","N274Y"
"Bcen2424_5093",320.88787994552,1.29988123434487,0.322687298523569,4.02829996808792,5.61816327013739e-05,0.00308106297617769,1.29988123434487,4.02829996808792,"glycosyltransferase family 2 protein","2","A244T","N274Y"
"Bcen2424_2046",2328.84186621102,0.985340654452479,0.244702470679377,4.02668862196953,5.65678636997129e-05,0.00308106297617769,0.985340654452479,4.02668862196953,"acyl-CoA-binding protein","1","A244T","N274Y"
"Bcen2424_5468",159.588484308608,-0.979583654427833,0.243649583789007,-4.02046102108724,5.80843597846583e-05,0.00313381560007982,0.979583654427833,4.02046102108724,"LysR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_3968",76.1034734927489,2.03162428163368,0.506057447030468,4.01461196462022,5.95436733050483e-05,0.00318252586571562,2.03162428163368,4.01461196462022,"group II intron reverse transcriptase/maturase","2","A244T","N274Y"
"Bcen2424_5474",361.63482659284,-0.547250187474662,0.136684853760461,-4.00373686197677,6.23497139920356e-05,0.00327832687026384,0.547250187474662,4.00373686197677,"DUF1059 domain-containing protein","2","A244T","N274Y"
"Bcen2424_2615",927.13630179997,-0.728279136445887,0.181991730082438,-4.00171555111868,6.28848706169447e-05,0.00327832687026384,0.728279136445887,4.00171555111868,"carboxypeptidase regulatory-like domain-containing protein","1","A244T","N274Y"
"Bcen2424_1071",1869.67384465689,0.951610016328573,0.237942310011101,3.99933083058736,6.35218337641202e-05,0.00327832687026384,0.951610016328573,3.99933083058736,"tRNA (guanosine(37)-N1)-methyltransferase TrmD","1","A244T","N274Y"
"Bcen2424_1759",364.146358606864,-1.06692042602977,0.266801354647882,-3.99893181741101,6.36290055253166e-05,0.00327832687026384,1.06692042602977,3.99893181741101,"hypothetical protein","1","A244T","N274Y"
"Bcen2424_3163",2844.37460015061,0.628250434985834,0.15745369651199,3.99006469141861,6.60552764989694e-05,0.00337294755622862,0.628250434985834,3.99006469141861,"membrane protein insertase YidC","1","A244T","N274Y"
"Bcen2424_3549",123.756375168672,-0.857448029388414,0.215285473664224,-3.98284201341775,6.80960255619122e-05,0.00344638203706704,0.857448029388414,3.98284201341775,"LysR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_0150",1011.84274276954,0.484687558251369,0.121823199363999,3.97861458886133,6.93180013328903e-05,0.00347745306686666,0.484687558251369,3.97861458886133,"UvrD-helicase domain-containing protein","1","A244T","N274Y"
"Bcen2424_3953",5481.23381879255,0.457800221829217,0.115260077932645,3.97188887983178,7.13049815397548e-05,0.00354602773413789,0.457800221829217,3.97188887983178,"aspartate-semialdehyde dehydrogenase","2","A244T","N274Y"
"Bcen2424_2907",725.294844016064,0.57572994372595,0.145078454165279,3.96840417854231,7.23555401065732e-05,0.00354621941505413,0.57572994372595,3.96840417854231,"D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase","1","A244T","N274Y"
"Bcen2424_2223",257.258996670178,0.737044861734589,0.185758066526191,3.96776772884136,7.25489896068076e-05,0.00354621941505413,0.737044861734589,3.96776772884136,"peroxide stress protein YaaA","1","A244T","N274Y"
"Bcen2424_2117",5898.06340214626,0.915187150833755,0.231468451858782,3.95383104472529,7.69097280416797e-05,0.0037160671820245,0.915187150833755,3.95383104472529,"peptide chain release factor 2","1","A244T","N274Y"
"Bcen2424_2276",1090.9107893146,1.23234382662563,0.311784632497764,3.95254832399244,7.73233073371072e-05,0.0037160671820245,1.23234382662563,3.95254832399244,"glycosyl transferase","1","A244T","N274Y"
"Bcen2424_0693",2274.82068299656,0.541250384788214,0.137162597806848,3.94604938549212,7.94512332348415e-05,0.00375249870318623,0.541250384788214,3.94604938549212,"tRNA dihydrouridine synthase DusB","1","A244T","N274Y"
"Bcen2424_5552",1863.71970913172,0.460756946706893,0.116832253801748,3.94374782402768,8.02180115328019e-05,0.00375249870318623,0.460756946706893,3.94374782402768,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase","2","A244T","N274Y"
"Bcen2424_3831",67.2620288828999,-0.847955158414245,0.215084762422326,-3.94242320499328,8.06624819405178e-05,0.00375249870318623,0.847955158414245,3.94242320499328,"helix-turn-helix transcriptional regulator","2","A244T","N274Y"
"Bcen2424_1321",1948.44263663809,0.7640902928279,0.193818697443736,3.94229402480485,8.07059521755388e-05,0.00375249870318623,0.7640902928279,3.94229402480485,"RelA/SpoT domain-containing protein","1","A244T","N274Y"
"Bcen2424_5523",178.002368405816,-0.677531217791762,0.171950643867214,-3.94026566318051,8.13914235078647e-05,0.00375340430173777,0.677531217791762,3.94026566318051,"IclR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_2851",327.611201940898,-0.66305254958852,0.168392858050688,-3.937533677283,8.23233809893839e-05,0.00375340430173777,0.66305254958852,3.937533677283,"tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL","1","A244T","N274Y"
"Bcen2424_0344",10213.0151799128,0.918188635156347,0.233292190407974,3.93578813568791,8.2924105459289e-05,0.00375340430173777,0.918188635156347,3.93578813568791,"30S ribosomal protein S7","1","A244T","N274Y"
"Bcen2424_0420",1048.03678490627,0.713299169809863,0.18129089437184,3.93455596477358,8.33506463229055e-05,0.00375340430173777,0.713299169809863,3.93455596477358,"ABC transporter ATP-binding protein","1","A244T","N274Y"
"Bcen2424_2748",905.640089872093,-0.547765977118884,0.139401503131202,-3.92941227185576,8.51537358583964e-05,0.00377542863119359,0.547765977118884,3.92941227185576,"CHRD domain-containing protein","1","A244T","N274Y"
