"locusTag","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","abs_log2","abs_stat","name","chromosome","mutant","comparedTo"
"Bcen2424_3166",989.517360031029,1.14705365110057,0.267355677059727,4.29036579179995,1.78379059736533e-05,0.00197152724712083,1.14705365110057,4.29036579179995,"50S ribosomal protein L34","1","A244T","N274Y"
"Bcen2424_4312",140.585751357427,-1.12220238803569,0.262155789731187,-4.28066986117831,1.8633160308035e-05,0.00202620591607697,1.12220238803569,4.28066986117831,"LysR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_0660",3356.80571508957,2.16343550049447,0.507191957180964,4.26551618152449,1.99440557627729e-05,0.00213433053893039,2.16343550049447,4.26551618152449,"phosphogluconate dehydratase","1","A244T","N274Y"
"Bcen2424_4865",1226.49926398237,-0.877844821608425,0.206294030542521,-4.25530888751278,2.08760612870853e-05,0.00219152551535388,0.877844821608425,4.25530888751278,"TetR/AcrR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_5130",30.5135229093869,-1.30289983401561,0.306417579169592,-4.25204010013569,2.11831917289138e-05,0.00219152551535388,1.30289983401561,4.25204010013569,"acetate--CoA ligase","2","A244T","N274Y"
"Bcen2424_0343",6096.4023864304,0.980736115673545,0.231061806280286,4.24447524003113,2.19105557677351e-05,0.00219152551535388,0.980736115673545,4.24447524003113,"30S ribosomal protein S12","1","A244T","N274Y"
"Bcen2424_4263",2173.17397194887,0.972517662338376,0.22919018519354,4.24327796374497,2.20278311813092e-05,0.00219152551535388,0.972517662338376,4.24327796374497,"porin","2","A244T","N274Y"
"Bcen2424_0661",2033.81508714207,1.59311795553347,0.375563454859246,4.2419408356187,2.21595115237265e-05,0.00219152551535388,1.59311795553347,4.2419408356187,"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","1","A244T","N274Y"
"Bcen2424_1870",1593.70252286492,0.460371328964151,0.108597882286936,4.23922934102676,2.24288431562471e-05,0.00219152551535388,0.460371328964151,4.23922934102676,"replicative DNA helicase","1","A244T","N274Y"
"Bcen2424_1869",1414.51923364131,0.58710575821818,0.139012955230777,4.22338880029936,2.40656134182951e-05,0.00229908845760838,0.58710575821818,4.22338880029936,"DUF47 domain-containing protein","1","A244T","N274Y"
"Bcen2424_0693",2501.43048063193,0.561382807769146,0.133079251382312,4.21840972156056,2.46031442780578e-05,0.00229908845760838,0.561382807769146,4.21840972156056,"tRNA dihydrouridine synthase DusB","1","A244T","N274Y"
"Bcen2424_1299",1387.70495814618,1.04052728087836,0.246686555426161,4.21801374250336,2.46463801384224e-05,0.00229908845760838,1.04052728087836,4.21801374250336,"phosphoglucosamine mutase","1","A244T","N274Y"
"Bcen2424_5177",313.378917379162,-0.708368634032655,0.168065036765053,-4.21484829722746,2.49946141395435e-05,0.00229908845760838,0.708368634032655,4.21484829722746,"NAD(P)H-dependent oxidoreductase","2","A244T","N274Y"
"Bcen2424_1873",4634.43059512854,1.17153590976015,0.27809687187637,4.2126899948769,2.5234729436817e-05,0.00229908845760838,1.17153590976015,4.2126899948769,"primosomal replication protein N","1","A244T","N274Y"
"Bcen2424_5973",1183.81565109645,2.0553555158279,0.488809687046682,4.20481747865118,2.61292931176578e-05,0.00234884925598998,2.0553555158279,4.20481747865118,"alpha/beta hydrolase","3","A244T","N274Y"
"Bcen2424_2792",25106.4463488119,-0.999415730266174,0.237914899374046,-4.20072779340696,2.66058322825164e-05,0.00236021738485166,0.999415730266174,4.20072779340696,"ribosome-associated translation inhibitor RaiA","1","A244T","N274Y"
"Bcen2424_0612",2896.1219953847,0.764075867176172,0.182124230264787,4.19535536850476,2.72444091211251e-05,0.0023854780038263,0.764075867176172,4.19535536850476,"RNB domain-containing ribonuclease","1","A244T","N274Y"
"Bcen2424_4447",4579.30678337976,-1.27219835833154,0.304352928548855,-4.18001024139096,2.91495967584878e-05,0.00247457808760704,1.27219835833154,4.18001024139096,"isocitrate lyase","2","A244T","N274Y"
"Bcen2424_3082",842.550746146036,0.501609913496807,0.120138788502903,4.17525363579547,2.97654229160524e-05,0.00247457808760704,0.501609913496807,4.17525363579547,"lauroyl acyltransferase","1","A244T","N274Y"
"Bcen2424_4006",394.043354692695,-0.733583213923315,0.17575171986978,-4.17397459590638,2.99331148428249e-05,0.00247457808760704,0.733583213923315,4.17397459590638,"iron-containing alcohol dehydrogenase","2","A244T","N274Y"
"Bcen2424_1809",4168.6572752156,0.329921435268558,0.0790861051324169,4.17167383216252,3.02370252652907e-05,0.00247457808760704,0.329921435268558,4.17167383216252,"outer membrane protein assembly factor BamB","1","A244T","N274Y"
"Bcen2424_1829",8097.76064685618,0.945911945362095,0.226754797454158,4.17151899753444,3.02575825065236e-05,0.00247457808760704,0.945911945362095,4.17151899753444,"transcription termination factor Rho","1","A244T","N274Y"
"Bcen2424_1070",3330.52974510946,0.858029801582827,0.205818021400875,4.16887596014554,3.06105511596801e-05,0.00247457808760704,0.858029801582827,4.16887596014554,"ribosome maturation factor RimM","1","A244T","N274Y"
"Bcen2424_1499",9858.62611446686,0.839069447838542,0.201349071004804,4.1672377411591,3.08312903231965e-05,0.00247457808760704,0.839069447838542,4.1672377411591,"transcription termination/antitermination protein NusA","1","A244T","N274Y"
"Bcen2424_5417",189.747823946212,-0.895734638912741,0.215511514974591,-4.15631916010775,3.23415945095187e-05,0.00256525917862559,0.895734638912741,4.15631916010775,"TetR/AcrR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_0242",3162.34213186925,1.10536545336819,0.266571652114671,4.14659790191306,3.37451925063444e-05,0.00264546613811365,1.10536545336819,4.14659790191306,"30S ribosomal protein S21","1","A244T","N274Y"
"Bcen2424_1782",840.350162670554,0.842649908610299,0.203494071106583,4.14090643539657,3.45936058612298e-05,0.00265990546532983,0.842649908610299,4.14090643539657,"30S ribosomal protein S12 methylthiotransferase RimO","1","A244T","N274Y"
"Bcen2424_1817",1527.58265436333,0.654457898492893,0.158088531574979,4.13981894810942,3.47580035107295e-05,0.00265990546532983,0.654457898492893,4.13981894810942,"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","1","A244T","N274Y"
"Bcen2424_2117",6507.49959232554,0.934773522819684,0.22598783537286,4.13638867453812,3.52814399198141e-05,0.00265990546532983,0.934773522819684,4.13638867453812,"peptide chain release factor 2","1","A244T","N274Y"
"Bcen2424_2017",2544.35565649829,0.849151843748055,0.205361020313951,4.13492220894643,3.55074891545068e-05,0.00265990546532983,0.849151843748055,4.13492220894643,"UMP kinase","1","A244T","N274Y"
"Bcen2424_1566",1679.88231247977,-0.683098433125129,0.165801173860927,-4.11998550564007,3.78896233615235e-05,0.00280716308465265,0.683098433125129,4.11998550564007,"hypothetical protein","1","A244T","N274Y"
"Bcen2424_2277",159.559819770497,0.672565982595,0.163585950512723,4.11139208768842,3.93280679589569e-05,0.00288206341499225,0.672565982595,4.11139208768842,"DUF924 domain-containing protein","1","A244T","N274Y"
"Bcen2424_5468",176.576480080095,-0.95876636771779,0.233442477564025,-4.10707758811733,4.00696660155477e-05,0.0029048353578153,0.95876636771779,4.10707758811733,"LysR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_0143",483.293021241909,0.47919444348827,0.116902029425963,4.09911141698149,4.14739359056613e-05,0.00292885780960988,0.47919444348827,4.09911141698149,"alginate lyase family protein","1","A244T","N274Y"
"Bcen2424_5094",345.147127475501,1.26329200259226,0.308368080964507,4.0967015737847,4.1907858379359e-05,0.00292885780960988,1.26329200259226,4.0967015737847,"DHA2 family efflux MFS transporter permease subunit","2","A244T","N274Y"
"Bcen2424_3968",80.3328412812364,2.05004166678476,0.500734636744029,4.09406802795773,4.23869858071957e-05,0.00292885780960988,2.05004166678476,4.09406802795773,"group II intron reverse transcriptase/maturase","2","A244T","N274Y"
"Bcen2424_1555",563.730092627819,-0.741070164699179,0.181021887585678,-4.09381525396166,4.24332459471341e-05,0.00292885780960988,0.741070164699179,4.09381525396166,"arginyltransferase","1","A244T","N274Y"
"Bcen2424_2030",5148.35497392199,0.752399509096443,0.18382356799106,4.09305247047014,4.2573133393914e-05,0.00292885780960988,0.752399509096443,4.09305247047014,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","1","A244T","N274Y"
"Bcen2424_0338",12534.3215091553,0.864627421068894,0.21138285230058,4.09033850976436,4.30744045215118e-05,0.00293341045741447,0.864627421068894,4.09033850976436,"50S ribosomal protein L10","1","A244T","N274Y"
"Bcen2424_5346",1934.96787592479,1.29582061070889,0.317270982739581,4.08427080068811,4.42154437648276e-05,0.00296060126368821,1.29582061070889,4.08427080068811,"alpha/beta hydrolase","2","A244T","N274Y"
"Bcen2424_1957",121.87561990006,-1.0384231391175,0.254293905103015,-4.08355496643472,4.4351932309776e-05,0.00296060126368821,1.0384231391175,4.08355496643472,"hydroxyisourate hydrolase","1","A244T","N274Y"
"Bcen2424_1141",8299.83330151974,0.867826319109415,0.213575034357757,4.06333222288392,4.83770982600237e-05,0.00318525365834162,0.867826319109415,4.06333222288392,"elongation factor P","1","A244T","N274Y"
"Bcen2424_3913",132.439113068844,-0.858446924271925,0.211382712782664,-4.06110278826135,4.88414604851384e-05,0.00318525365834162,0.858446924271925,4.06110278826135,"DUF2946 domain-containing protein","2","A244T","N274Y"
"Bcen2424_2776",187.795272173473,0.749466887043298,0.184719085518591,4.0573332470719,4.96362332193931e-05,0.00318525365834162,0.749466887043298,4.0573332470719,"G/U mismatch-specific DNA glycosylase","1","A244T","N274Y"
"Bcen2424_1810",2943.13983697058,0.480775435086153,0.118496682820792,4.05729024341764,4.96453704717546e-05,0.00318525365834162,0.480775435086153,4.05729024341764,"tetratricopeptide repeat protein","1","A244T","N274Y"
"Bcen2424_2298",831.074458108594,0.592088265875053,0.146020177743112,4.05483868754557,5.01689120619171e-05,0.00318525365834162,0.592088265875053,4.05483868754557,"ribosome silencing factor","1","A244T","N274Y"
"Bcen2424_5401",277.305545673939,-0.63795463089677,0.157400746310775,-4.05305975892376,5.05520826820756e-05,0.00318525365834162,0.63795463089677,4.05305975892376,"oxidoreductase","2","A244T","N274Y"
"Bcen2424_5096",1289.37967050642,1.32832184259995,0.328083106393963,4.04873587427233,5.14950191162574e-05,0.00321462424890562,1.32832184259995,4.04873587427233,"isoprenylcysteine carboxylmethyltransferase family protein","2","A244T","N274Y"
"Bcen2424_2727",3044.08643718628,0.794740094921047,0.196581410756523,4.04280390430901,5.2815790332881e-05,0.003266826224076,0.794740094921047,4.04280390430901,"FmdB family transcriptional regulator","1","A244T","N274Y"
"Bcen2424_2973",814.401488167507,0.669642467940596,0.166065026171293,4.03241117879855,5.52074834976594e-05,0.0033837168521929,0.669642467940596,4.03241117879855,"AGE family epimerase/isomerase","1","A244T","N274Y"
"Bcen2424_3549",136.563074224878,-0.836153523232153,0.207621845451889,-4.02729068038223,5.64232601580155e-05,0.00342707765752559,0.836153523232153,4.02729068038223,"LysR family transcriptional regulator","2","A244T","N274Y"
"Bcen2424_1759",403.192614485296,-1.04611515243401,0.260306592256117,-4.01878086669713,5.85000458854106e-05,0.00351340203199911,1.04611515243401,4.01878086669713,"hypothetical protein","1","A244T","N274Y"
"Bcen2424_4565",363.311976510089,-1.59203376353544,0.396662633687042,-4.01357130299175,5.98069250441013e-05,0.00351340203199911,1.59203376353544,4.01357130299175,"magnesium-translocating P-type ATPase","2","A244T","N274Y"
"Bcen2424_3485",3521.25819866866,1.17416384982661,0.29255097398561,4.01353594496788,5.9815888742692e-05,0.00351340203199911,1.17416384982661,4.01353594496788,"acyl-CoA dehydrogenase","2","A244T","N274Y"
"Bcen2424_6128",271.535102222472,-0.64100943205149,0.159729632868528,-4.01309024843937,5.99289874933103e-05,0.00351340203199911,0.64100943205149,4.01309024843937,"Fic family protein","3","A244T","N274Y"
"Bcen2424_0138",720.198817212296,-0.701172467746401,0.174831938453906,-4.01055135547367,6.05771220550051e-05,0.00352078411116245,0.701172467746401,4.01055135547367,"thiamine pyrophosphate-binding protein","1","A244T","N274Y"
"Bcen2424_2013",1344.77908197482,0.473434885811867,0.118358429457047,4.00000986819176,6.33398423937074e-05,0.0036498907471656,0.473434885811867,4.00000986819176,"1-deoxy-D-xylulose-5-phosphate reductoisomerase","1","A244T","N274Y"
"Bcen2424_1029",879.102221576599,-0.802084146135128,0.200744949084647,-3.9955383674282,6.45474021017316e-05,0.00366337089835528,0.802084146135128,3.9955383674282,"FAD-binding monooxygenase","1","A244T","N274Y"
"Bcen2424_2809",2329.37666789549,0.564184691986967,0.141218331780032,3.9951236137371,6.46605068087033e-05,0.00366337089835528,0.564184691986967,3.9951236137371,"signal recognition particle-docking protein FtsY","1","A244T","N274Y"
"BCEN2424_RS01640",3774.44810498998,1.10841991216027,0.277739539132667,3.99086106220842,6.58338408045215e-05,0.00366561291081765,1.10841991216027,3.99086106220842,"tRNA-Gly","1","A244T","N274Y"
"Bcen2424_2057",180.651971780475,0.718823987938144,0.180290227637987,3.98703799621077,6.69033143908661e-05,0.00366561291081765,0.718823987938144,3.98703799621077,"patatin-like phospholipase family protein","1","A244T","N274Y"
"Bcen2424_5939",549.06190900825,0.775953935991286,0.194633040291213,3.98675340440807,6.69835807984014e-05,0.00366561291081765,0.775953935991286,3.98675340440807,"response regulator","3","A244T","N274Y"
"Bcen2424_2861",229.899160439774,1.18037410932002,0.296216040493056,3.98484196654331,6.75250497052559e-05,0.00366561291081765,1.18037410932002,3.98484196654331,"HPr family phosphocarrier protein","1","A244T","N274Y"
"Bcen2424_6538",40.411714835744,-1.03580286526055,0.259943145981077,-3.98472851188756,6.7557318817042e-05,0.00366561291081765,1.03580286526055,3.98472851188756,"cytochrome c oxidase subunit I","3","A244T","N274Y"
"Bcen2424_2551",4665.79254956028,0.761856139183151,0.191396839442201,3.98050532811028,6.87689232969641e-05,0.00366561291081765,0.761856139183151,3.98050532811028,"30S ribosomal protein S20","1","A244T","N274Y"
"Bcen2424_0362",12416.9685177552,1.16549071654036,0.292838987374949,3.97997113358433,6.89236369438873e-05,0.00366561291081765,1.16549071654036,3.97997113358433,"30S ribosomal protein S8","1","A244T","N274Y"
"Bcen2424_0654",13873.753554662,0.495938642059877,0.12464819484149,3.97870697357906,6.92910763470251e-05,0.00366561291081765,0.495938642059877,3.97870697357906,"leucine--tRNA ligase","1","A244T","N274Y"
"Bcen2424_1849",707.762861292674,0.790140780719782,0.198663804439927,3.97727599623569,6.97092388043384e-05,0.00366561291081765,0.790140780719782,3.97727599623569,"group III truncated hemoglobin","1","A244T","N274Y"
"Bcen2424_3449",96.8376917721264,-0.780223847078919,0.196242229229036,-3.97582034276788,7.01370610346303e-05,0.00366561291081765,0.780223847078919,3.97582034276788,"methylated-DNA--[protein]-cysteine S-methyltransferase","2","A244T","N274Y"
