"locusTag","baseMean","log2FoldChange","lfcSE","pvalue","padj","abs_log2","name","chromosome","mutant","comparedTo"
"Bcen2424_1573",176.747782809466,-0.921075747592623,0.346019708262532,0.00040080187198913,0.0100065744678967,0.921075747592623,"DNA methyltransferase","1","A244T","WT"
"Bcen2424_1592",742.465663936831,0.633355648138744,0.224028337086051,0.000424077893449822,0.0102556775064838,0.633355648138744,"tRNA 2-selenouridine(34) synthase MnmH","1","A244T","WT"
"Bcen2424_1619",44.6450977682724,0.864879051839992,0.391736855526856,0.00137992608375985,0.0214086704691933,0.864879051839992,"amino acid ABC transporter permease","1","A244T","WT"
"Bcen2424_1620",925.692215684667,0.881353932522937,0.312297495569167,0.000298622643668448,0.00865323271243212,0.881353932522937,"M23 family metallopeptidase","1","A244T","WT"
"Bcen2424_1624",116.498071075073,-1.01071320632964,0.305368093083329,5.31146567851196e-05,0.00306414845259398,1.01071320632964,"efflux transporter outer membrane subunit","1","A244T","WT"
"Bcen2424_1627",602.899381510284,-0.779514998948321,0.512322238215324,0.00486634256433639,0.0429017915686748,0.779514998948321,"fimbrial biogenesis outer membrane usher protein","1","A244T","WT"
"Bcen2424_1628",177.372200054953,-1.23757460822748,0.421220714445257,0.000143255899665869,0.0054883248599233,1.23757460822748,"molecular chaperone","1","A244T","WT"
"Bcen2424_1629",300.173999247396,-0.927185113003492,0.403571070180945,0.00101014547009127,0.0174682477250762,0.927185113003492,"fimbrial protein","1","A244T","WT"
"Bcen2424_1719",227.923537973511,-0.645945279635555,0.224803384805462,0.000351363417616657,0.00934445692465702,0.645945279635555,"deacylase","1","A244T","WT"
"Bcen2424_1722",639.778461178419,-0.790663996376305,0.256793061710827,0.000138817341652356,0.00539119375227647,0.790663996376305,"ATP-binding protein","1","A244T","WT"
"Bcen2424_1731",208.309313052239,-0.613678184969281,0.221125366919361,0.000501401980176513,0.0111585414464751,0.613678184969281,"D-glycerate dehydrogenase","1","A244T","WT"
"Bcen2424_1744",217.326826355948,-0.696781663361792,0.550243603191863,0.00762045498846896,0.0552204189530275,0.696781663361792,"sigma 54-interacting transcriptional regulator","1","A244T","WT"
"Bcen2424_1760",212.604251606186,-0.733899430709302,0.335928127232638,0.00171274956839445,0.0232886909276884,0.733899430709302,"DUF2501 domain-containing protein","1","A244T","WT"
"Bcen2424_1770",2838.54257438663,0.647379889134948,0.255610526119083,0.000910845131775016,0.0164007326454762,0.647379889134948,"ABC-F family ATPase","1","A244T","WT"
"Bcen2424_1790",5141.03148660771,0.636761736730599,0.177077856723925,3.11594835531092e-05,0.00228839791058638,0.636761736730599,"acetyl-CoA C-acetyltransferase","1","A244T","WT"
"Bcen2424_1806",4052.88212224026,0.608905636827322,0.266191396573385,0.00184288186817069,0.0245524754723548,0.608905636827322,"GTPase HflX","1","A244T","WT"
"Bcen2424_1814",3401.42588699747,0.592669368895271,0.261340152665955,0.00220548494131016,0.0271887790897614,0.592669368895271,"23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN","1","A244T","WT"
"Bcen2424_1816",6043.72158950161,0.64995045624158,0.462163286372645,0.00712581963728234,0.0534764277844213,0.64995045624158,"Bax inhibitor-1/YccA family protein","1","A244T","WT"
"Bcen2424_1824",1011.76447020782,0.608997835831127,0.225498218784245,0.00067666665181191,0.0137697028940629,0.608997835831127,"CoA transferase","1","A244T","WT"
"Bcen2424_1825",1655.43472973878,0.624213070306436,0.284039561700033,0.00208669053181805,0.0266647637420707,0.624213070306436,"recombination protein RecR","1","A244T","WT"
"Bcen2424_1828",9455.41034589609,0.92944099249724,0.808290064487074,0.00583616111987563,0.0475264024031973,0.92944099249724,"thioredoxin TrxA","1","A244T","WT"
"Bcen2424_1829",7395.36627937947,0.709098063240469,0.24752205581016,0.000335496919497131,0.00931492691176112,0.709098063240469,"transcription termination factor Rho","1","A244T","WT"
"Bcen2424_1833",4446.83525012377,0.882265363652603,0.289981595824871,0.000130088995185875,0.00533095730616874,0.882265363652603,"type B 50S ribosomal protein L31","1","A244T","WT"
"Bcen2424_1847",44903.9036462554,1.89288472921802,2.50302127138119,0.00363316130007181,0.0364691839194997,1.89288472921802,"ATP-dependent chaperone ClpB","1","A244T","WT"
"Bcen2424_1857",518.25779368909,0.825647972562969,0.213417778190038,7.9038895747877e-06,0.000853907488243427,0.825647972562969,"glycosyltransferase family 39 protein","1","A244T","WT"
"Bcen2424_1871",6228.68018082462,0.61800390298586,0.203577216919583,0.000271629525624417,0.00819300833127048,0.61800390298586,"50S ribosomal protein L9","1","A244T","WT"
"Bcen2424_1872",12184.6410015828,0.711817701567002,0.3663099737054,0.00297775961782592,0.0330726124282647,0.711817701567002,"30S ribosomal protein S18","1","A244T","WT"
"Bcen2424_1873",4141.3507948722,0.985900425392998,0.290804816124702,3.93573454764148e-05,0.00265810203050615,0.985900425392998,"primosomal replication protein N","1","A244T","WT"
"Bcen2424_1874",8982.84021935372,0.817992976590256,0.26300645131465,0.000106251483070987,0.00454205980149498,0.817992976590256,"30S ribosomal protein S6","1","A244T","WT"
"Bcen2424_1881",2755.34193590965,-0.877338607405778,0.323149402477618,0.000428987474417697,0.0103004179125215,0.877338607405778,"peptidoglycan-binding protein LysM","1","A244T","WT"
"Bcen2424_1902",153.845262080815,-1.25142179502722,0.373676412263078,3.66747939477306e-05,0.00253397239113274,1.25142179502722,"hypothetical protein","1","A244T","WT"
"Bcen2424_1911",129.658269142669,0.700375887335608,0.300894823428015,0.00134243677646882,0.0210468583793608,0.700375887335608,"BolA family transcriptional regulator","1","A244T","WT"
"Bcen2424_1912",1643.67345939004,0.672586685459297,0.214909921509634,0.000153764029324194,0.00563991272990345,0.672586685459297,"peptidyl-prolyl cis-trans isomerase","1","A244T","WT"
"Bcen2424_1949",2862.11678381556,1.08330775920046,0.667151054942349,0.00304149285388502,0.0333441891841048,1.08330775920046,"PspA/IM30 family protein","1","A244T","WT"
"Bcen2424_1950",948.585060716552,0.822915041745387,0.666113261166035,0.00625804260211509,0.0493624135505232,0.822915041745387,"tetratricopeptide repeat protein","1","A244T","WT"
"Bcen2424_2017",2302.71739178707,0.767968182052459,0.24714823248149,0.000134438145579014,0.00535766724318071,0.767968182052459,"UMP kinase","1","A244T","WT"
"Bcen2424_2018",12031.8901602412,0.72807306530199,0.261609158486264,0.00031793295268839,0.00903903160226991,0.72807306530199,"elongation factor Ts","1","A244T","WT"
"Bcen2424_2030",4707.25087592931,0.617371710077279,0.184374111118562,8.20408953556608e-05,0.00380849218908857,0.617371710077279,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","1","A244T","WT"
"Bcen2424_2047",8042.55981294689,1.07320901142496,0.487498001706901,0.0010890250584317,0.0181393991364886,1.07320901142496,"DEAD/DEAH box helicase","1","A244T","WT"
"Bcen2424_2093",286.458646500707,0.658010761158882,0.241873834352837,0.000532401470688298,0.0117603328581036,0.658010761158882,"MBL fold metallo-hydrolase","1","A244T","WT"
"Bcen2424_2094",2311.1081699195,0.775868768834597,0.197006805647783,6.84603628877045e-06,0.000777345352853215,0.775868768834597,"outer membrane protein assembly factor BamC","1","A244T","WT"
