"Row.names","S3C_1","S3C_2","S3C_3","T41T_1","T41T_2","T41T_3","WT_1","WT_2","WT_3","newanno"
"Bcen2424_2119",8.71469398491317,9.15058619843962,9.89983184995983,10.5138852432344,9.09453250331065,8.88580138725108,9.63105995688566,8.63627654827714,8.55344016738579,"glycine zipper 2TM domain-containing protein"
"Bcen2424_2141",12.3958261939319,12.1399575911407,13.7830277545246,13.5276226507738,12.2403173573626,12.3258633207141,12.6455188362112,12.2005351626277,12.1994530371749,"M3 family metallopeptidase"
"Bcen2424_2347",11.4484352487656,11.0217910319234,12.5561050799626,12.3930538280335,11.0368596067495,11.1234990417869,12.0739921723596,11.1484620080834,11.3663396810625,"molecular chaperone HtpG"
"Bcen2424_2394",8.28916226129632,8.31621108786573,9.49302744263076,9.7241739537262,8.33004126407857,8.34747567101333,8.94023484698004,8.40556186675327,8.43957425530196,"hypothetical protein"
"Bcen2424_2566",10.2931628910915,10.1257854233892,11.9544981878824,11.6798556272183,10.2774764716592,10.2010220507494,10.7731497864082,9.94671358921451,10.092674286868,"thioredoxin"
"Bcen2424_2720",12.5166483063508,12.0068771606816,13.262065915621,13.1610460510437,11.9242055784416,11.9206862920741,12.7366314710466,12.2934984320325,12.0880756789997,"3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein"
"Bcen2424_2892",10.8130406915316,10.7703488281484,12.1752665385581,11.780201662848,10.6043837657151,10.7280185631097,10.8884145977086,10.7307813941081,10.750297170106,"D-amino acid aminotransferase"
"Bcen2424_2915",12.6593725361845,12.3551639846689,14.3566380402396,14.4510946650073,12.5261571751303,12.4850040499765,13.096033012073,12.4908978327348,12.7109283322571,"DUF3567 domain-containing protein"
"Bcen2424_3022",12.4891716841777,12.627606661947,11.1651420294456,11.5005141393753,12.5095448304738,12.2912035758875,12.0433778946818,12.1038128462604,11.8686107441707,"flagellar hook protein FlgE"
"Bcen2424_3024",10.8195532163017,11.0799589722193,9.55561986419263,9.86166138313501,10.9568753117188,10.6712815720484,10.3748985415191,10.4246232941103,10.3789070417494,"flagellar basal body rod protein FlgC"
"Bcen2424_3091",10.461510410454,9.9665858631598,12.3783264504678,12.1845210869877,9.94156098307023,10.0151816098359,11.0490303388193,10.353989552592,10.3930881006007,"ATP-dependent protease subunit HslV"
"Bcen2424_3092",12.2400539294294,11.6750312582232,14.1404864615096,13.925601352255,11.6367089319259,11.8958787150863,12.9207830974597,12.0353250136162,12.1176704617404,"ATP-dependent protease ATPase subunit HslU"
"Bcen2424_3550",7.30228156690364,5.8371439914652,6.36634984512593,6.52570042957737,6.03534284786288,5.79505222481188,5.43326129144678,6.22451441182396,6.41304767604059,"putative hydro-lyase"
"Bcen2424_3551",8.89174434479837,7.3613854554529,7.97626461058024,7.9112124057661,7.4782869856882,7.34378131085456,6.96187229411849,7.69888451995085,7.8753809573545,"MFS transporter"
"Bcen2424_3552",8.71018675559239,7.15735663767455,8.22122629874612,8.13807612240528,7.28743559572634,7.23504284342266,7.07599599581211,7.58070524116034,7.74372532908654,"5-oxoprolinase"
"Bcen2424_3964",8.79463830141344,8.81149630195459,10.0275762201713,9.76494835350342,8.63895226328787,8.72158737047882,8.78082807848249,8.86107817014645,8.91395432207121,"CvpA family protein"
"Bcen2424_4132",10.1868995257978,9.8193602450945,12.2240447231677,12.0618230931734,9.85225658495293,9.97210891925512,10.6190185395116,10.0036483710487,10.2546235228436,"sigma-70 family RNA polymerase sigma factor"
"Bcen2424_4299",9.71487523109598,9.57816385627516,10.5838370937373,10.6990283050113,9.22273949323937,9.32019002043095,9.77437657342453,9.99717246865368,9.50509353208685,"LysE family translocator"
"Bcen2424_4997",12.7553735991264,13.1561761579524,12.0872661744837,12.019677242135,13.0016504331328,13.3346710815309,12.0368386066908,12.5964920957572,12.5685988918274,"non-ribosomal peptide synthetase"
"Bcen2424_5483",8.04087508128369,7.82281327589791,9.22488490950417,9.06838429208672,7.87089091405496,7.87352769388845,8.13217925965907,7.92717578446853,8.03820137675214,"YqaE/Pmp3 family membrane protein"
"BCEN2424_RS00045",17.2132670318046,17.1060396865247,16.9266279469724,15.3893566561676,15.9586037527996,17.567009294651,15.3436182985962,15.4791831418523,15.5960409216362,"23S ribosomal RNA"
"BCEN2424_RS00050",16.2171098057219,16.1508678709814,15.7744749368977,14.2320277244347,14.6849378406672,16.6864598713684,14.1099287089228,14.3916495739349,14.6273654651171,"16S ribosomal RNA"
"BCEN2424_RS01610",16.1695280719033,16.0525804743068,15.6652074300823,14.140397777527,14.6153464180477,16.6484139963414,14.1156523882175,14.354870440988,14.6777540502727,"16S ribosomal RNA"
"BCEN2424_RS01625",17.2132670318046,17.1060396865247,16.9266279469724,15.3893566561676,15.9586037527996,17.567009294651,15.3436182985962,15.4791831418523,15.5960409216362,"23S ribosomal RNA"
"BCEN2424_RS02700",16.1955861471416,16.097786636072,15.7194300514829,14.1751658469243,14.6312456555918,16.6805979265611,14.1120876377951,14.3375142709077,14.6262080893978,"16S ribosomal RNA"
"BCEN2424_RS02715",17.2132670318046,17.1060396865247,16.9266279469724,15.3893566561676,15.9586037527996,17.567009294651,15.3436182985962,15.4791831418523,15.5960409216362,"23S ribosomal RNA"
"BCEN2424_RS11065",17.3664155413952,17.2432664183839,17.0901348093748,15.5879647891362,16.1267635836516,17.7071029665386,15.4599845933474,15.6382472293009,15.7387841749615,"23S ribosomal RNA"
"BCEN2424_RS11080",16.536034329828,16.451684554641,16.1076877839631,14.6031417159438,15.0762531481418,16.9841951104476,14.4514768883215,14.7556619731129,14.9697663278415,"16S ribosomal RNA"
"BCEN2424_RS26150",17.3574539028317,17.2840242537049,17.1184980819352,15.5620642024254,16.0917914283555,17.7297916576718,15.5308449311054,15.6587234780432,15.8095759365354,"23S ribosomal RNA"
"BCEN2424_RS26165",16.1911680443085,16.1056896352825,15.7201812975652,14.1966147099438,14.6690331517222,16.6548371194046,14.112433398107,14.4093798662848,14.6777577721987,"16S ribosomal RNA"
