"Row.names","A244T_1","A244T_2","A244T_3","N274Y_1","N274Y_2","N274Y_3","N445K_1","N445K_2","N445K_3","P421L_1","P421L_2","P421L_3","tRNA_1","tRNA_2","tRNA_3","WT_1","WT_2","WT_3","newanno"
"Bcen2424_6767",8.68814949729715,8.57594644042486,9.37219294758011,8.90478799055697,8.82530644781328,9.23667142980261,10.5624591065677,10.4295312004552,8.82577435130389,9.16924112807403,10.9293794563377,8.88244046011994,8.62471552905262,10.8937553391362,10.0358566157498,9.3119702943036,10.7039132786361,10.7524851212477,"membrane protein"
"Bcen2424_6768",4.94634851223997,4.93528103760606,5.62899698323291,5.26634666855879,4.96408786988873,5.42093719381813,6.41494405667332,6.70438711338657,4.86624635742586,5.27733716820107,6.94124187828977,4.78877934867429,4.78468509855951,6.86356976619258,5.83671624165741,5.59591786490297,6.56003500257524,6.72252117590938,"(2Fe-2S)-binding protein"
"BCEN2424_RS00045",16.4607729002142,15.271200196421,17.4455911817527,15.5898800809196,14.8844967542444,17.3281784415152,15.6235396452165,15.3578452834671,16.5933301016811,14.3156744529438,14.7144498442846,14.530569519424,15.6760078947577,17.0924099843035,16.3558099054371,14.918939522194,15.1550860238059,15.3316702828033,"23S ribosomal RNA"
"BCEN2424_RS00050",14.9786594053748,13.9245993485928,16.3505665218731,14.171368072632,13.3078595209879,16.3344663531703,14.0159835327167,13.9268959410174,15.2982275596667,12.6279584727333,13.044286397815,12.9162743453943,14.3843645432378,16.1839741026584,15.0650513079552,13.4182034276288,13.9552585023222,14.3285609037905,"16S ribosomal RNA"
"BCEN2424_RS01610",14.7687422569457,13.9091118935321,16.2082850180785,14.0146860408139,13.153414427749,16.1988026107208,13.6937683032808,13.8209114480968,15.013468858563,12.7198105205183,13.16479569424,12.916427373191,14.3387260210928,16.0599177328702,14.9162353097576,13.4668317406066,13.9133252462285,14.420754168169,"16S ribosomal RNA"
"BCEN2424_RS01625",16.4607729002142,15.271200196421,17.4455911817527,15.5898800809196,14.8844967542444,17.3281784415152,15.6235396452165,15.3578452834671,16.5933301016811,14.3156744529438,14.7144498442846,14.530569519424,15.6760078947577,17.0924099843035,16.3558099054371,14.918939522194,15.1550860238059,15.3316702828033,"23S ribosomal RNA"
"BCEN2424_RS02700",14.8205616783938,13.923200492742,16.2546133134778,14.0126044534685,13.1166395185737,16.2700164493725,13.7855890427874,13.895456144406,15.1354698513715,12.691580467104,13.0498991286312,12.8726393960693,14.3310651080425,16.1428280296971,14.980246520899,13.442752013724,13.870510871557,14.3323275243689,"16S ribosomal RNA"
"BCEN2424_RS02715",16.4607729002142,15.271200196421,17.4455911817527,15.5898800809196,14.8844967542444,17.3281784415152,15.6235396452165,15.3578452834671,16.5933301016811,14.3156744529438,14.7144498442846,14.530569519424,15.6760078947577,17.0924099843035,16.3558099054371,14.918939522194,15.1550860238059,15.3316702828033,"23S ribosomal RNA"
"BCEN2424_RS11065",16.608015533652,15.4390166414061,17.6454544311999,15.7465290051807,15.0638979135675,17.4780901133941,15.7584604115467,15.4828202016556,16.7518672334376,14.5036191914285,14.896768384673,14.6777953975649,15.8182552376932,17.2330599279894,16.5282132298396,15.0041057848877,15.3186978617907,15.468495522397,"23S ribosomal RNA"
"BCEN2424_RS11080",15.4488836698727,14.3298207997988,16.7430610011053,14.6838123741447,13.7745481852576,16.7118489982695,14.48815690658,14.2790281787873,15.7618095994218,13.1102254475487,13.4879854850378,13.3488041688906,14.7249330904622,16.4333905957087,15.447750561282,13.7926707972062,14.3635009284761,14.6966883194384,"16S ribosomal RNA"
"BCEN2424_RS26150",16.685937687232,15.5228808036802,17.559922166969,15.689117313748,15.0692098516237,17.4956829331579,15.8500797465139,15.5897843885191,16.756057655653,14.571433549891,14.8865323065532,14.7107171072775,15.889895020069,17.2845400062859,16.5530316817399,15.1266714485957,15.3473697846817,15.5769241643579,"23S ribosomal RNA"
"BCEN2424_RS26165",14.9267764394298,13.9106028572176,16.3040926077637,14.1736534101254,13.3459734615979,16.263183700584,13.9224951824262,13.852683222515,15.1757746951595,12.6543069436404,13.1563789958656,12.9597305244319,14.39192650286,16.1009990684149,15.0010613609675,13.4415097176521,13.9980729588346,14.416152928868,"16S ribosomal RNA"
"BCEN2424_RS30710",15.4488836698727,14.3298207997988,16.7430610011053,14.6838123741447,13.7745481852576,16.7118489982695,14.48815690658,14.2790281787873,15.7618095994218,13.1102254475487,13.4879854850378,13.3488041688906,14.7249330904622,16.4333905957087,15.447750561282,13.7926707972062,14.3635009284761,14.6966883194384,"16S ribosomal RNA"
"BCEN2424_RS30725",16.4168275910933,15.2283706214062,17.2849670347065,15.4326585033722,14.8205055437983,17.2136105312722,15.598756761599,15.3108392913491,16.5003096651157,14.3065950351178,14.6826197743307,14.4106251651406,15.6601361186725,16.984597876091,16.2813392031485,14.7717969700276,15.0684874596236,15.3040040829314,"23S ribosomal RNA"
"BCEN2424_RS33540",11.6093109113437,11.5878575751082,11.7055479866891,13.3574115459074,12.6741843182448,12.828312293767,10.6752656448939,10.5342588926693,11.0955065353713,12.2112259780908,11.7001522296497,12.8656928077299,10.908046602927,10.8964972012249,10.9426443946653,10.6078037189379,10.5984366201341,10.579776774676,"hypothetical protein"
"BCEN2424_RS33555",11.2207807297454,11.1338598744198,11.1946865622866,13.4309173958395,12.7206501987001,13.2737776193105,9.06141694861022,9.19698882306196,9.94989088101763,12.1443091107932,12.1299338471154,12.8467467618905,9.84461233522207,10.2405330537053,9.39318175559325,8.43152580300887,8.35517376847726,8.48010563130002,"type IV conjugative transfer system protein TraL"
"BCEN2424_RS33565",9.49352361135693,9.54739361155413,9.67909275561546,11.6885545799467,11.2329510501034,11.6143627744994,7.73781252745311,7.81505913103755,8.41782016230506,10.7211673671231,11.0527365419147,11.3243086969095,8.03227187919794,8.42106918841518,7.79373298939504,7.42841984340641,7.33986153743068,7.33992842109872,"type-F conjugative transfer system secretin TraK"
"BCEN2424_RS33590",7.99259700858573,7.92321791233471,8.24893083536188,10.1336407228551,9.42517547200556,9.92693321553701,6.24590506859188,6.2481140010662,7.09476056020851,9.07675324140788,9.23741287003698,9.57552264087719,6.69487609122154,7.00870348056185,6.41055703791238,6.317008829944,6.12141747912299,6.09361318666769,"hypothetical protein"
"BCEN2424_RS33725",8.10975818384657,8.17909428091702,8.13072669721586,9.31986456400729,9.24401513050282,9.21473481446849,6.40440727736374,6.38949996683679,6.94615796021003,8.42979222592952,8.48401026452961,9.01406392255851,6.87972835177811,6.88118302409525,6.61332514233748,6.41458368289716,6.31883413840451,6.14795781341194,"hypothetical protein"
"BCEN2424_RS33745",6.99888373694839,7.32440358177056,6.97168429709332,8.49694074005671,8.61611086908675,8.32922658688657,5.68302823243997,5.46588288462372,6.00032937058422,7.50247682529556,7.98968351654315,8.34430051412107,5.99777434045701,5.72611858012961,5.77012853292602,5.50067818914714,5.36549378489808,5.34219396989007,"hypothetical protein"
"BCEN2424_RS37260",8.48244519812458,8.61723492573256,8.59229141958033,10.174243013529,9.80633309918944,10.0389626192572,6.5262051046242,6.67905565689348,7.45619755213709,9.266700105937,9.26674077252419,9.84393160403606,7.12867731354658,7.26652399752945,6.66176635962128,6.27654937635394,6.17114783831285,6.18013302163992,"hypothetical protein"
"BCEN2424_RS37265",6.81600277691258,6.6768758554873,6.86061671560986,8.01861042044608,7.05112133219795,8.09001575449008,5.68698852644463,5.70499843889259,5.92730759838455,6.88885911148042,6.39364681087379,7.23520339168696,5.96398546044247,6.09088192637888,5.70480633943795,5.61423634364804,5.5582246873189,5.62246438772781,"hypothetical protein"
