"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","newanno","mutant","comparedTo"
"Bcen2424_0151",777.190818276558,0.500689380520222,0.180353555413342,2.77615475543424,0.00550060195270052,0.0451129465975123,"cytochrome c5 family protein","A244T","N274Y"
"Bcen2424_0177",108.716488143436,-0.665194077745234,0.223807827136548,-2.97216628326135,0.00295706482550996,0.0309801037950456,"enoyl-CoA hydratase","A244T","N274Y"
"Bcen2424_0178",640.062889934273,-1.02436536380253,0.229307182932064,-4.46721882282255,7.92430626670255e-06,0.00101042380661086,"TetR/AcrR family transcriptional regulator","A244T","N274Y"
"Bcen2424_0187",3609.30122709263,0.872269161763271,0.340589832496631,2.5610546133138,0.0104354950292445,0.06774550951742,"hypothetical protein","A244T","N274Y"
"Bcen2424_0188",5799.68880859003,0.830673009351335,0.335518033470083,2.47579243583461,0.0132940840282034,0.0777174912306214,"ImmA/IrrE family metallo-endopeptidase","A244T","N274Y"
"Bcen2424_0190",1469.24959198654,2.67353363620164,0.934506761353707,2.86090346989979,0.00422435652599213,0.0382683664914944,"hypothetical protein","A244T","N274Y"
"Bcen2424_0191",1602.53139240275,1.9117387853353,0.511063310507555,3.74070833501369,0.000183502368133651,0.00623170353692066,"hypothetical protein","A244T","N274Y"
"Bcen2424_0198",65.6773526799393,0.503768912687614,0.211503909275129,2.3818420870524,0.0172262826565344,0.0908075024905298,"helix-turn-helix transcriptional regulator","A244T","N274Y"
"Bcen2424_0209",855.911054845604,-0.768999472411116,0.261164063896219,-2.94450722254306,0.00323469396561588,0.0324815183055454,"tyrosine-type recombinase/integrase","A244T","N274Y"
"Bcen2424_0242",3162.38837180184,1.10541896596992,0.266677219737677,4.14515708187334,3.39580840689261e-05,0.00246475609417621,"30S ribosomal protein S21","A244T","N274Y"
"Bcen2424_0245",618.905940188799,0.314389785156857,0.122056612088177,2.57577020841553,0.0100017091309623,0.065786801861693,"DNA-3-methyladenine glycosylase I","A244T","N274Y"
"Bcen2424_0250",999.425481089217,1.21124802409958,0.5102270990542,2.37393902900267,0.0175994563828522,0.0919000614603723,"glycosyltransferase family 4 protein","A244T","N274Y"
"Bcen2424_0251",917.780510851928,-2.32135182564827,0.857988279441307,-2.7055752173676,0.00681862044484926,0.0518337873636573,"flagellar transcriptional regulator FlhD","A244T","N274Y"
"Bcen2424_0255",1297.57691670685,0.602102610577763,0.222015689143113,2.7119822608106,0.00668821719640108,0.0513624679696346,"response regulator","A244T","N274Y"
"Bcen2424_0266",100.147004643784,-0.576024618372285,0.241945537625166,-2.38080282044586,0.0172749559796747,0.0909539029053812,"VOC family protein","A244T","N274Y"
"Bcen2424_0278",827.281728042507,-0.744535065503584,0.204248126592929,-3.64524795366891,0.000267134115693336,0.0075220514743982,"branched-chain amino acid ABC transporter substrate-binding protein","A244T","N274Y"
"Bcen2424_0284",436.4149985137,0.377553090615315,0.157152348741154,2.40246546513399,0.0162849721512259,0.0874245464068134,"exonuclease","A244T","N274Y"
"Bcen2424_0285",826.485963581037,0.518304732367404,0.168198112480036,3.08151336971111,0.00205951227536587,0.0250327049584938,"MBL fold metallo-hydrolase","A244T","N274Y"
"Bcen2424_0289",201.106584934152,0.513413361858995,0.186780687378321,2.74874971853533,0.00598230462579771,0.0477313042044166,"16S rRNA (cytidine(1402)-2'-O)-methyltransferase","A244T","N274Y"
"Bcen2424_0292",1196.81193919724,0.314119572676476,0.12407571264284,2.53167655446549,0.0113518651771818,0.071165032344522,"BON domain-containing protein","A244T","N274Y"
"Bcen2424_0293",376.256124666498,0.392926119597912,0.154884979339721,2.53688976989871,0.0111842163755437,0.0704407588685224,"c-type cytochrome","A244T","N274Y"
"Bcen2424_0295",37.1703064356304,-0.711403441123628,0.270064654947276,-2.63419676766852,0.00843365975742741,0.0588787940503042,"glucarate dehydratase","A244T","N274Y"
"Bcen2424_0306",169.190972168117,-0.48833524706385,0.177212179876238,-2.75565284172282,0.00585751304621629,0.0472160296321231,"Mut7-C ubiquitin/RNAse domain-containing protein","A244T","N274Y"
"Bcen2424_0311",101.406880080838,0.725048689715777,0.235689375050137,3.07628924537452,0.00209594415227998,0.0253842125109464,"OmpW family protein","A244T","N274Y"
"Bcen2424_0313",274.805328052579,0.884831427348231,0.316052778450448,2.79963185796501,0.00511609168641898,0.0432861499597933,"DUF2957 domain-containing protein","A244T","N274Y"
"Bcen2424_0315",264.456192103769,-0.49564041982177,0.171273259284749,-2.89385758110522,0.00380540721075941,0.0358771147943274,"flavodoxin family protein","A244T","N274Y"
"Bcen2424_0317",4219.3418826694,0.875907157907721,0.202621253178707,4.32287898809506,1.54006215344894e-05,0.00160119077430891,"orotate phosphoribosyltransferase","A244T","N274Y"
"Bcen2424_0321",464.198727866422,1.05341971618821,0.441146825632781,2.3879118129824,0.0169444071404174,0.0901866570871453,"4-hydroxyphenylpyruvate dioxygenase","A244T","N274Y"
"Bcen2424_0333",59300.3303283201,0.787044344403531,0.162665015797105,4.83843646740381,1.30864512991095e-06,0.000267994660240551,"elongation factor Tu","A244T","N274Y"
"Bcen2424_0334",5780.49261313194,0.613079180969395,0.164151408351492,3.73483960403573,0.000187834864221959,0.00630670549399858,"preprotein translocase subunit SecE","A244T","N274Y"
"Bcen2424_0335",8761.70145273891,0.604968054317748,0.162018869677968,3.73393577871636,0.000188510581501585,0.00630670549399858,"transcription termination/antitermination protein NusG","A244T","N274Y"
"Bcen2424_0336",7515.34036130192,0.885810916258412,0.244593603023325,3.62156207402504,0.000292829521233289,0.00791122254167744,"50S ribosomal protein L11","A244T","N274Y"
"Bcen2424_0337",11188.9306293308,0.717052026638126,0.244946630526608,2.92738065061987,0.00341830229073131,0.0337239224536674,"50S ribosomal protein L1","A244T","N274Y"
"Bcen2424_0338",12534.1438575307,0.864716472903425,0.211422621445764,4.08999030941091,4.31391212420221e-05,0.00275032246559986,"50S ribosomal protein L10","A244T","N274Y"
"Bcen2424_0339",23356.2068350373,0.590433772494827,0.186245538036059,3.17019016251822,0.00152339203627555,0.0207144534831995,"50S ribosomal protein L7/L12","A244T","N274Y"
"Bcen2424_0343",6096.28767264567,0.980841265675795,0.231138618852274,4.24351962708003,2.20041117907803e-05,0.00198271716642791,"30S ribosomal protein S12","A244T","N274Y"
"Bcen2424_0344",11041.7899842782,0.938287364527387,0.240331987271991,3.90413017916545,9.45648726790223e-05,0.0041269113008369,"30S ribosomal protein S7","A244T","N274Y"
"Bcen2424_0345",30293.7759651758,0.868207900845994,0.336540778948417,2.57979999796419,0.00988575509391705,0.0653697973822812,"elongation factor G","A244T","N274Y"
"Bcen2424_0346",17689.7421994355,0.795511286945516,0.326129437057526,2.43925017662602,0.014717775164954,0.0827476909856565,"elongation factor Tu","A244T","N274Y"
"Bcen2424_0347",4868.49902968769,0.977006394487856,0.30757206088997,3.17651216973628,0.00149057535456757,0.0203840581033391,"30S ribosomal protein S10","A244T","N274Y"
"Bcen2424_0348",13220.567769104,1.03261569545598,0.310411843617195,3.32659889333803,0.000879128186853035,0.0152728747731435,"50S ribosomal protein L3","A244T","N274Y"
"Bcen2424_0349",19703.0352236421,1.10753513049724,0.379547182344918,2.91804334748229,0.00352235380202881,0.0342012456811936,"50S ribosomal protein L4","A244T","N274Y"
"Bcen2424_0350",9630.42173760698,1.05464753477148,0.330211742886791,3.193852300804,0.0014038792378878,0.0196834354556965,"50S ribosomal protein L23","A244T","N274Y"
"Bcen2424_0351",13189.6897452072,0.932789403731756,0.336933884441328,2.76846422044615,0.00563211693830219,0.0460797170327436,"50S ribosomal protein L2","A244T","N274Y"
"Bcen2424_0353",3868.85407809564,1.03585918486931,0.280525185781098,3.69257106803103,0.000221998275269828,0.0068505221199703,"50S ribosomal protein L22","A244T","N274Y"
"Bcen2424_0354",18815.8716637177,0.749076901587083,0.317227337618849,2.36132518467593,0.0182097550951775,0.0937968940039704,"30S ribosomal protein S3","A244T","N274Y"
"Bcen2424_0355",9595.10340808604,0.766372497718973,0.286435202661693,2.67555276236116,0.00746061288746446,0.0547615728255032,"50S ribosomal protein L16","A244T","N274Y"
"Bcen2424_0356",2218.4224812599,1.24317577755973,0.286458330713837,4.33981366316633,1.42603585277313e-05,0.00152970639572076,"50S ribosomal protein L29","A244T","N274Y"
"Bcen2424_0357",8823.15497330434,0.728018891543296,0.268915934053569,2.70723597731576,0.00678460127032604,0.0516599694067158,"30S ribosomal protein S17","A244T","N274Y"
"Bcen2424_0358",15273.4173188271,1.05017034412882,0.213243487396814,4.92474755946291,8.4469329296298e-07,0.000203872759780136,"50S ribosomal protein L14","A244T","N274Y"
"Bcen2424_0359",10362.6315400731,1.04417609548299,0.263581187867436,3.96149703979688,7.44813056643614e-05,0.00351989275300527,"50S ribosomal protein L24","A244T","N274Y"
"Bcen2424_0360",15222.8317896519,1.09250185415773,0.303146367941063,3.60387578310068,0.000313506930874245,0.00819500958359002,"50S ribosomal protein L5","A244T","N274Y"
"Bcen2424_0361",14156.4471532292,0.978875128451791,0.341907329885783,2.86298374702523,0.00419672090013913,0.0381202148429304,"30S ribosomal protein S14","A244T","N274Y"
"Bcen2424_0362",12416.550121513,1.16559168432956,0.293016937504249,3.97789866434822,6.95269891757634e-05,0.00344038357522558,"30S ribosomal protein S8","A244T","N274Y"
"Bcen2424_0363",15915.6082822544,0.96929919908655,0.301618966032519,3.21365467111258,0.00131057190247123,0.0187162015673197,"50S ribosomal protein L6","A244T","N274Y"
"Bcen2424_0364",9936.895829197,1.03357691272031,0.280613562427072,3.68327497709209,0.000230256545662798,0.0070410576271004,"50S ribosomal protein L18","A244T","N274Y"
"Bcen2424_0365",9770.24472820265,0.947674015842475,0.290622052141275,3.26084689327636,0.0011108000181792,0.0171842544532858,"30S ribosomal protein S5","A244T","N274Y"
"Bcen2424_0366",3733.45510928245,0.870233990544964,0.226916683318428,3.83503750283439,0.000125545136917687,0.00493275601912632,"50S ribosomal protein L30","A244T","N274Y"
"Bcen2424_0367",8552.43470483136,1.04947821389774,0.204048335888755,5.14328239594124,2.69979327926081e-07,8.29327408238388e-05,"50S ribosomal protein L15","A244T","N274Y"
"Bcen2424_0368",15792.8508225082,0.866251286135765,0.279105967437951,3.10366451168173,0.00191139936664215,0.0238325404423757,"preprotein translocase subunit SecY","A244T","N274Y"
"Bcen2424_0369",4746.18921039162,1.01959119799294,0.26969345151024,3.78055600639686,0.000156478512785195,0.00577453475248237,"translation initiation factor IF-1","A244T","N274Y"
"Bcen2424_0371",16077.2638259333,0.565033889487582,0.215191518015581,2.62572565451521,0.00864644758492691,0.0596945325909027,"30S ribosomal protein S13","A244T","N274Y"
"Bcen2424_0372",11807.3024776264,0.759071321023362,0.229577871251187,3.30637842787924,0.000945103523031229,0.0157276765074168,"30S ribosomal protein S11","A244T","N274Y"
"Bcen2424_0373",11950.8043180339,0.875696530103519,0.228964086319204,3.8246021207129,0.000130983446117721,0.0050582064506489,"30S ribosomal protein S4","A244T","N274Y"
"Bcen2424_0374",14354.7857670784,0.838528857050618,0.225117294967021,3.72485311345563,0.00019542898136125,0.0063964434724926,"DNA-directed RNA polymerase subunit alpha","A244T","N274Y"
"Bcen2424_0375",4906.66931114413,0.913100099066087,0.172622302568323,5.28958359076855,1.22595144501829e-07,4.60276659190757e-05,"50S ribosomal protein L17","A244T","N274Y"
"Bcen2424_0379",975.652131633926,0.522280900744226,0.19279351655542,2.70901693208181,0.00674828957328064,0.0515310067076051,"YihA family ribosome biogenesis GTP-binding protein","A244T","N274Y"
"Bcen2424_0380",4979.92641540696,0.521763724462811,0.213624054363117,2.44243901286473,0.0145883942485244,0.0822941304937631,"cytochrome c4","A244T","N274Y"
"Bcen2424_0381",1938.24545408068,0.487172536974992,0.173294559758371,2.81123964684332,0.00493510129471972,0.0424858784072814,"cytochrome c biogenesis protein ResB","A244T","N274Y"
"Bcen2424_0382",1318.05551749691,0.326364409835215,0.123721930902321,2.6378864883129,0.00834245014257311,0.0586052786522963,"c-type cytochrome biogenesis protein CcsB","A244T","N274Y"
"Bcen2424_0420",1118.60416837451,0.733240018894407,0.185066820562615,3.962028507678,7.43156643444966e-05,0.00351989275300527,"ABC transporter ATP-binding protein","A244T","N274Y"
"Bcen2424_0422",280.944508346251,0.482276507737936,0.175255400359121,2.75184962488853,0.00592597253805963,0.0474430124570098,"BolA family transcriptional regulator","A244T","N274Y"
"Bcen2424_0423",829.564214656777,0.584525583869552,0.171285194224323,3.41258674759728,0.00064349442729077,0.0128984235602305,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase","A244T","N274Y"
"Bcen2424_0438",1050.11225792545,0.611834988408291,0.199361568727527,3.06897157919389,0.00214797024541632,0.0257160790345565,"twin-arginine translocase subunit TatC","A244T","N274Y"
"Bcen2424_0465",1395.65008395225,0.436822052431955,0.17428200044874,2.50640944737397,0.0121964293565913,0.0739793102880506,"type VI secretion system lipoprotein TssJ","A244T","N274Y"
"Bcen2424_0466",4981.52567824837,0.751900138210825,0.220838097317014,3.40475736453873,0.000662228654268954,0.0130857931156421,"tetratricopeptide repeat protein","A244T","N274Y"
"Bcen2424_0491",83.8643498290372,-0.604971463543074,0.225367753137048,-2.68437456167559,0.00726656456531598,0.0538458808469357,"LysR family transcriptional regulator","A244T","N274Y"
"Bcen2424_0494",173.800500863054,0.591374469109024,0.162193387374676,3.64610714827056,0.000266242997258342,0.0075220514743982,"hypothetical protein","A244T","N274Y"
"Bcen2424_0499",321.402632888968,-0.330901460043901,0.135508509159193,-2.44192384741806,0.0146092279458204,0.0823429211491696,"TetR/AcrR family transcriptional regulator","A244T","N274Y"
"Bcen2424_0503",4293.32357953655,1.15281544924483,0.348874509217459,3.30438429517436,0.000951852573473435,0.0157276765074168,"cold-shock protein","A244T","N274Y"
"Bcen2424_0504",1665.83069431221,0.53323582608491,0.174542483274051,3.05504892609824,0.00225023810170139,0.0265858550547168,"APC family permease","A244T","N274Y"
"Bcen2424_0507",344.52653285881,0.498168076889485,0.20183265306838,2.46822339852367,0.0135785547800319,0.0789312965565169,"UbiX family flavin prenyltransferase","A244T","N274Y"
"Bcen2424_0519",67.6551556580235,-0.723579666772357,0.269364972818412,-2.68624260682975,0.00722605993707871,0.0536045148790098,"transcriptional regulator GcvA","A244T","N274Y"
"Bcen2424_0524",3524.9250386968,0.401387461430902,0.139052002543264,2.8865996468193,0.00389429409524265,0.0364220747392334,"redox-regulated ATPase YchF","A244T","N274Y"
"Bcen2424_0526",4881.47769543743,0.414253328240687,0.176653769258941,2.34500135478837,0.0190270104617447,0.096845775946648,"DsbC family protein","A244T","N274Y"
"Bcen2424_0529",324.128811189588,0.378343454390306,0.154479647596389,2.44914757560043,0.0143194764960437,0.0814570893604913,"uracil-DNA glycosylase","A244T","N274Y"
"Bcen2424_0534",1572.46682285924,0.484094638338971,0.168626648843988,2.87080744151448,0.00409424844339193,0.0376960912540091,"anthranilate synthase component I","A244T","N274Y"
"Bcen2424_0544",1192.14407131672,0.508523440624476,0.17411974137059,2.92053868574359,0.00349426811315651,0.0339773581420312,"enoyl-CoA hydratase","A244T","N274Y"
"Bcen2424_0569",15759.8291406693,0.574304005817042,0.170461117628121,3.36912026512666,0.000754085182527325,0.0140761344653068,"preprotein translocase subunit SecA","A244T","N274Y"
"Bcen2424_0570",2429.75619440159,0.667536550600729,0.250329255002252,2.66663419181559,0.00766150133312722,0.055685998656505,"bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","A244T","N274Y"
"Bcen2424_0571",1887.45244206334,0.634163178675151,0.21177656445897,2.99449176680743,0.00274902474880924,0.0298716430020693,"ATP-binding protein","A244T","N274Y"
"Bcen2424_0572",348.925696242719,1.15903183191517,0.222637323377487,5.20591882049354,1.93039028367903e-07,6.21217977957281e-05,"NUDIX domain-containing protein","A244T","N274Y"
"Bcen2424_0579",715.038190885973,0.389635763128897,0.121260689044302,3.21320756297655,0.0013126139223067,0.0187162015673197,"HlyC/CorC family transporter","A244T","N274Y"
"Bcen2424_0580",1855.27944964219,0.49208201485359,0.151991193017011,3.23756926362514,0.00120552671949225,0.0177880994985342,"octaprenyl diphosphate synthase","A244T","N274Y"
"Bcen2424_0581",13963.9685799783,0.754293881026971,0.231510330288811,3.25814351388115,0.00112143676815869,0.0172634844629076,"50S ribosomal protein L21","A244T","N274Y"
"Bcen2424_0582",8260.47875871182,0.585487923636934,0.200429642559364,2.92116433557737,0.00348725828742912,0.0339773581420312,"50S ribosomal protein L27","A244T","N274Y"
"Bcen2424_0600",5703.58369969722,0.481834581843221,0.18775554888946,2.56628677390994,0.0102793803471984,0.0669962716357924,"carbohydrate kinase family protein","A244T","N274Y"
"Bcen2424_0606",949.163451275385,0.491475909981177,0.188380315465469,2.60895576465508,0.00908189815688289,0.0617459434046424,"type II 3-dehydroquinate dehydratase","A244T","N274Y"
"Bcen2424_0610",2496.09994854617,0.397269857842256,0.159206965164372,2.49530450776509,0.0125849079750775,0.0754647809188764,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase","A244T","N274Y"
"Bcen2424_0612",2896.17772174641,0.764218627087388,0.182194305007863,4.19452532862872,2.7344359702925e-05,0.00219991884371866,"RNB domain-containing ribonuclease","A244T","N274Y"
"Bcen2424_0613",570.554720339547,0.585488252914167,0.187039568791689,3.13029086142857,0.00174633298105013,0.0223941523452311,"shikimate dehydrogenase","A244T","N274Y"
"Bcen2424_0618",3189.48052413864,0.380150926609187,0.149514905706446,2.54256205970237,0.0110043057408876,0.0697627562822875,"2-dehydro-3-deoxygalactonokinase","A244T","N274Y"
"Bcen2424_0626",1032.88919112672,0.415523961824027,0.133255324079259,3.118254108758,0.00181925876206475,0.0230342398978896,"orotidine-5'-phosphate decarboxylase","A244T","N274Y"
"Bcen2424_0627",112.353143326505,0.537264751925037,0.213348501708816,2.5182494726788,0.0117939752532298,0.0727223401106998,"haloacid dehalogenase-like hydrolase","A244T","N274Y"
"Bcen2424_0632",1439.78954403106,0.492498427494702,0.192585988422388,2.55729106530083,0.0105490908280969,0.0680905022123008,"ribonuclease","A244T","N274Y"
"Bcen2424_0638",12748.0390501889,0.584203950219038,0.217707787440087,2.68343157168786,0.00728708860171656,0.0539388223115011,"transketolase","A244T","N274Y"
"Bcen2424_0650",2860.34536011665,0.651869433845783,0.186458754259452,3.49605164120492,0.000472197305386743,0.0106726066548616,"outer membrane protein assembly factor BamE","A244T","N274Y"
"Bcen2424_0651",1547.31190917176,0.524279654671617,0.179481115996319,2.92108532845522,0.00348814278236519,0.0339773581420312,"4-hydroxy-tetrahydrodipicolinate reductase","A244T","N274Y"
"Bcen2424_0654",13873.8187959972,0.496074151672694,0.124629255019679,3.98039891672595,6.87997159754646e-05,0.00344038357522558,"leucine--tRNA ligase","A244T","N274Y"
"Bcen2424_0655",2058.53564380929,0.381367553842376,0.128661444271527,2.96411684169764,0.00303553005272956,0.0315116929283354,"hypothetical protein","A244T","N274Y"
"Bcen2424_0656",1411.15233076648,0.587305421870638,0.176031282611703,3.33636961088411,0.000848802341138749,0.014899236938742,"DNA polymerase III subunit delta","A244T","N274Y"
"Bcen2424_0659",188.229451697046,1.35105681429657,0.375430781725023,3.59868417844897,0.000319831307350763,0.00824969456136053,"MurR/RpiR family transcriptional regulator","A244T","N274Y"
"Bcen2424_0660",3357.03329727956,2.16356601477036,0.507697474596819,4.2615260524755,2.03035679282235e-05,0.00196016445798477,"phosphogluconate dehydratase","A244T","N274Y"
"Bcen2424_0661",2033.92245144182,1.59325145846748,0.37589091721523,4.23860057665403,2.24917415591341e-05,0.00199998933495564,"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","A244T","N274Y"
"Bcen2424_0662",853.89452395589,0.805663991406274,0.25759797348837,3.12760221090267,0.00176238529106538,0.0225406972449606,"GntP family permease","A244T","N274Y"
"Bcen2424_0665",282.060001397123,0.634096524694579,0.262500613870516,2.41560015934805,0.0157093013037929,0.085546702829196,"FAD-binding oxidoreductase","A244T","N274Y"
"Bcen2424_0666",4636.40755375395,0.67696526283531,0.20065403233596,3.37379346407476,0.000741399721948311,0.0140209063863628,"adenylosuccinate lyase","A244T","N274Y"
"Bcen2424_0668",3649.68509410364,1.00168084840832,0.293310923365815,3.4150819782427,0.000637628178807554,0.0128984235602305,"Glu/Leu/Phe/Val dehydrogenase","A244T","N274Y"
"Bcen2424_0673",102.019493618615,-0.572525653139371,0.186863747053004,-3.06386691998086,0.00218496082359392,0.0259964176863517,"autotransporter outer membrane beta-barrel domain-containing protein","A244T","N274Y"
"Bcen2424_0675",406.436248837598,0.584463556348024,0.180739107157213,3.23374152689399,0.00122179977144973,0.0179108955649833,"dihydroorotase","A244T","N274Y"
"Bcen2424_0679",19616.5360271596,0.741323209497353,0.190282550944701,3.89590745876006,9.78317404858921e-05,0.0042111267656284,"50S ribosomal protein L13","A244T","N274Y"
"Bcen2424_0681",10439.1608178736,0.876378102358797,0.287107399160231,3.05243997515265,0.00226989123746841,0.0266262935017703,"iron-sulfur cluster insertion protein ErpA","A244T","N274Y"
"Bcen2424_0692",358.45688091356,0.560855742682334,0.236334760616443,2.37314113767872,0.0176375228934748,0.0919000614603723,"Fis family transcriptional regulator","A244T","N274Y"
"Bcen2424_0693",2501.44614263889,0.56151520990242,0.133052139112429,4.22026442902914,2.44015925787062e-05,0.00210353310742949,"tRNA dihydrouridine synthase DusB","A244T","N274Y"
"Bcen2424_0698",1109.75679770593,0.505908694470289,0.141440524085206,3.576829891874,0.000347786332651235,0.00867306706004851,"tRNA 2-thiouridine(34) synthase MnmA","A244T","N274Y"
"Bcen2424_0699",270.871851962302,0.615565000968151,0.205557044061864,2.99461886007124,0.00274787969793498,0.0298716430020693,"NUDIX hydrolase","A244T","N274Y"
"Bcen2424_0708",1019.14423073804,0.48519115822342,0.17010782522757,2.85225654713022,0.00434100501771096,0.0389301648797308,"class I SAM-dependent RNA methyltransferase","A244T","N274Y"
"Bcen2424_0710",287.292151142579,-0.527613246472387,0.171941259012787,-3.06856684370997,0.00215088204177418,0.0257160790345565,"membrane integrity-associated transporter subunit PqiC","A244T","N274Y"
"Bcen2424_0720",3515.88554499476,0.598400711190439,0.227288412033842,2.6327814332274,0.00846888270739799,0.059002793130511,"protein translocase subunit SecD","A244T","N274Y"
"Bcen2424_0721",1782.64891379897,0.54317791537541,0.161864285923813,3.35576135449098,0.000791468333128498,0.0143014518590438,"preprotein translocase subunit YajC","A244T","N274Y"
"Bcen2424_0722",1137.62304048571,0.619882053027667,0.255483212864927,2.42631226559451,0.0152531396716514,0.0843541063019806,"tRNA guanosine(34) transglycosylase Tgt","A244T","N274Y"
"Bcen2424_0725",3206.00609324049,-0.355394653660362,0.150844782620029,-2.35602880979705,0.0184714850519332,0.0946458821962309,"LysR family transcriptional regulator","A244T","N274Y"
"Bcen2424_0734",848.955807749922,0.40753232903639,0.16499595258201,2.46995349073081,0.013513061968156,0.0787252351558604,"FAD-binding protein","A244T","N274Y"
"Bcen2424_0737",37722.3029077116,5.03635747446133,0.928614450660388,5.42351830824914,5.84372267951257e-08,2.90495131758451e-05,"NO-inducible flavohemoprotein","A244T","N274Y"
"Bcen2424_0751",2521.14372952864,1.69614941775553,0.607091439951542,2.79389447146697,0.00520774700242403,0.0436108478839921,"thioredoxin family protein","A244T","N274Y"
"Bcen2424_0752",76968.2197601996,2.07596417336549,0.758035988589479,2.73860899035725,0.00616997057268058,0.0487110527221675,"molecular chaperone DnaK","A244T","N274Y"
"Bcen2424_0753",5956.98479818654,1.14165670783441,0.414780055598991,2.75243877429383,0.00591532062287539,0.0474430124570098,"molecular chaperone DnaJ","A244T","N274Y"
